object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn	mission_critical
waitForComplete:triggerId:rebel_xport_destroyed:xport_2		spawn_rebel_objective			rebel_xport_destroyed
waitForComplete:triggerId:rebel_xport_destroyed:xport_3		spawn_rebel_objective			
waitForComplete:triggerId:rebel_xport_destroyed:xport_4		spawn_rebel_objective			
waitForComplete:triggerId:rebel_xport_destroyed:xport_5		spawn_rebel_objective			
deleteSpawn:rebel_evac_pilot_1:none		xport_1					
messageTo;quest_tracker;questUpdate;string:update=load_transport_one		xport_1					
deleteSpawn:rebel_evac_pilot_2:none		xport_2					
messageTo;quest_tracker;questUpdate;string:update=load_transport_two		xport_2					
deleteSpawn:rebel_evac_pilot_3:none		xport_3					
messageTo;quest_tracker;questUpdate;string:update=load_transport_three		xport_3					
deleteSpawn:rebel_evac_pilot_4:none		xport_4					
messageTo;quest_tracker;questUpdate;string:update=load_transport_four		xport_4					
deleteSpawn:rebel_evac_pilot_5:none		xport_5					
messageTo;quest_tracker;questUpdate;string:update=load_transport_five		xport_5					
trigger:delete_self:faction-npc-imp_r1_to_r10:6:0:30:targetMessage		imp_invade_r6_dead	r6	32.5	25	205.3	
delayAction:imp_invade_reinforce_r6:15		imp_invade_r6_dead					
waitForComplete:triggerId:reinforce_r6_rebel:imp_invade_reinforce_r6		spawn_rebel_objective					
waitForComplete:triggerId:reinforce_r6_imperial:imp_invade_reinforce_r6		spawn_imperial_objective					
taskId:imp_invade_reinforce_r6		imp_invade_reinforce_r6					
heroic_echo_stormcommando		reinforce_r6_rebel	r6	33	25	190	-4
heroic_echo_stormcommando		reinforce_r6_rebel	r6	40	24	192	-39
heroic_echo_stormcommando		reinforce_r6_rebel	r6	41	24	208	-98
heroic_echo_stormcommando		reinforce_r6_rebel	r2	30	25	233	79
heroic_echo_stormcommando		reinforce_r6_rebel	r2	37	25	234	-108
heroic_echo_stormcommando		reinforce_r6_rebel	r2	7.1	30	257.23	-77
heroic_echo_stormcommando		reinforce_r6_rebel	r2	0	30	252	17
heroic_echo_stormcommando		reinforce_r6_rebel	r2	-37	40	286	120
heroic_echo_stormcommando		reinforce_r6_rebel	r2	-38.21	39.39	282.88	101
heroic_echo_stormcommando		reinforce_r6_rebel	r2	7	46	278	-141
heroic_echo_stormcommando		reinforce_r6_rebel	r2	3	46	272	40
heroic_echo_stormcommando		reinforce_r6_rebel	r1	20	47	282	120
heroic_echo_stormcommando		reinforce_r6_rebel	r1	30	47	274	-57
heroic_echo_stormcommando		reinforce_r6_rebel	r1	41	49	306	120
heroic_echo_stormcommando		reinforce_r6_rebel	r1	53	49	298	-38
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r6	33	25	190	-4
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r6	40	24	192	-39
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r6	41	24	208	-98
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r2	30	25	233	79
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r2	37	25	234	-108
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r2	7.1	30	257.23	-77
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r2	0	30	252	17
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r2	-37	40	286	120
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r2	-38.21	39.39	282.88	101
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r2	7	46	278	-141
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r2	3	46	272	40
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r1	20	47	282	120
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r1	30	47	274	-57
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r1	41	49	306	120
heroic_echo_snowtrooper_interior		reinforce_r6_imperial	r1	53	49	298	-38
delayAction:assault_to_lower:6		imp_invade_reinforce_r6					
heroic_echo_rebel_phalax_commander		spawn_imperial_extras	r6	33.78	25.47	199.78	0
waitForComplete:triggerId:assault_to_lower_imperial:assault_to_lower		imperial					
waitForComplete:triggerId:assault_to_lower_rebel:assault_to_lower		rebel												
taskId:assault_to_lower		assault_to_lower											"center_to_lower:patrolOnce:invade_front_11_1|invade_front_11_2|invade_front_11_3,invade_front_12_1,invade_front_13_1|invade_front_13_2,invade_front_14_1|invade_front_14_2|invade_front_14_3,invade_front_15_1|invade_front_15_2|invade_front_15_3|invade_front_15_4,invade_front_16_1,invade_front_17_1|invade_front_17_2,invade_front_18_1,invade_front_19_1"	
heroic_echo_snowtrooper_interior		spawn_assault_to_lower_imperial	r6	32	25	208	-98		"string:patrol_path=center_to_lower,int:run=1,int:equip=1"				"center_to_lower:patrolOnce:invade_front_11_1|invade_front_11_2|invade_front_11_3,invade_front_12_1,invade_front_13_1|invade_front_13_2,invade_front_14_1|invade_front_14_2|invade_front_14_3,invade_front_15_1|invade_front_15_2|invade_front_15_3|invade_front_15_4,invade_front_16_1,invade_front_17_1|invade_front_17_2,invade_front_18_1,invade_front_19_1"	15
heroic_echo_snowtrooper_interior		spawn_assault_to_lower_rebel	r6	32	25	208	-98		"string:patrol_path=center_to_lower,int:run=1,int:equip=1"	OnDeath:triggerId:spawn_assault_to_lower_step_2				
heroic_echo_snowtrooper_interior		spawn_assault_to_lower_step_2	r6	32	25	208	-98		"string:patrol_path=center_to_lower,int:run=1,int:equip=1"					10
heroic_echo_imp_assassin		spawn_assault_to_lower_step_2	r6	32	25	208	-98		"string:patrol_path=center_to_lower,int:run=1,int:equip=1"	OnDeath:triggerId:spawn_assault_to_lower_step_3				
heroic_echo_stormcommando		spawn_assault_to_lower_step_3	r6	32	25	208	-98		"string:patrol_path=center_to_lower,int:run=1,int:equip=1"					1
delayAction:spawn_assault_to_lower_imperial:1		assault_to_lower_imperial												
delayAction:spawn_assault_to_lower_imperial:11		assault_to_lower_imperial												
delayAction:spawn_assault_to_lower_imperial:21		assault_to_lower_imperial												
delayAction:spawn_assault_to_lower_imperial:31		assault_to_lower_imperial												
delayAction:spawn_assault_to_lower_imperial:41		assault_to_lower_imperial												
delayAction:spawn_assault_to_lower_imperial:51		assault_to_lower_imperial												
delayAction:spawn_assault_to_lower_imperial:61		assault_to_lower_imperial												
delayAction:spawn_assault_to_lower_imperial:71		assault_to_lower_imperial												
delayAction:spawn_assault_to_lower_imperial:81		assault_to_lower_imperial												
delayAction:spawn_assault_to_lower_rebel:1		assault_to_lower_rebel					
delayAction:spawn_assault_to_lower_rebel:11		assault_to_lower_rebel					
delayAction:spawn_assault_to_lower_rebel:21		assault_to_lower_rebel					
delayAction:spawn_assault_to_lower_rebel:31		assault_to_lower_rebel					
delayAction:spawn_assault_to_lower_rebel:41		assault_to_lower_rebel					
delayAction:spawn_assault_to_lower_rebel:51		assault_to_lower_rebel					
delayAction:spawn_assault_to_lower_rebel:61		assault_to_lower_rebel					
delayAction:spawn_assault_to_lower_rebel:71		assault_to_lower_rebel					
delayAction:spawn_assault_to_lower_rebel:81		assault_to_lower_rebel					
heroic_echo_rebel_phalax_commander		spawn_imperial_extras	r7	47	22	53	-11
heroic_echo_rebel_trooper		imperial	r7	45	22	50	-11
heroic_echo_rebel_commando_interior		spawn_imperial_extras	r7	49	22	51	-11
heroic_echo_rebel_commando_interior		spawn_imperial_extras	r7	48	22	45	-11
waitForComplete:triggerId:reinforce_r6_to_r18_rebel:capture_r18		rebel					
waitForComplete:triggerId:reinforce_r6_to_r18_imperial:capture_r18		imperial					
waitForComplete:triggerId:reinforce_r6_to_r18:capture_r18		imp_invade_front					
heroic_echo_snowtrooper_interior		reinforce_r6_to_r18_imperial	r7	-5	24	166	66						
heroic_echo_snowtrooper_interior		reinforce_r6_to_r18_imperial	r7	2.9	24	169	-105						
heroic_echo_snowtrooper_interior		reinforce_r6_to_r18_imperial	r7	19.7	22.6	131.9	60						
heroic_echo_snowtrooper_interior		reinforce_r6_to_r18_imperial	r7	26	22.6	135.86	-120						
heroic_echo_snowtrooper_interior		reinforce_r6_to_r18_imperial	r7	39.9	22.6	69	135						
heroic_echo_snowtrooper_interior		reinforce_r6_to_r18_imperial	r7	46.8	22.5	70.3	-99						
heroic_echo_snowtrooper_interior		reinforce_r6_to_r18_imperial	r8	53.23	22.52	1.6	-6.57						
heroic_echo_stormcommando		reinforce_r6_to_r18_rebel	r7	-5	24	166	66						
heroic_echo_stormcommando		reinforce_r6_to_r18_rebel	r7	2.9	24	169	-105						
heroic_echo_stormcommando		reinforce_r6_to_r18_rebel	r7	19.7	22.6	131.9	60						
heroic_echo_stormcommando		reinforce_r6_to_r18_rebel	r7	26	22.6	135.86	-120						
heroic_echo_stormcommando		reinforce_r6_to_r18_rebel	r7	39.9	22.6	69	135						
heroic_echo_stormcommando		reinforce_r6_to_r18_rebel	r7	46.8	22.5	70.3	-99						
heroic_echo_stormcommando		reinforce_r6_to_r18_rebel	r8	53.23	22.52	1.6	-6.57						"upper_strikes_back:patrolOnce:invade_front_18_1,invade_front_17_1|invade_front_17_2,invade_front_16_1,invade_front_15_4,invade_front_15_2,invade_front_14_1|invade_front_14_3,invade_front_13_1|invade_front_13_2,invade_front_13_1,invade_front_11_1|invade_front_11_2|invade_front_11_3,invade_front_10"
taskId:capture_r18		imp_invade_branch											
heroic_echo_rebel_commando_interior		spawn_rebel_assault_to_lower	r9	81.86	22.6	8.96	-100		"string:patrol_path=upper_strikes_back,int:run=1,int:equip=1"				
delayAction:spawn_rebel_assault_to_lower:1		assault_to_lower					
delayAction:spawn_rebel_assault_to_lower:9		assault_to_lower					
delayAction:spawn_rebel_assault_to_lower:17		assault_to_lower					
delayAction:spawn_rebel_assault_to_lower:25		assault_to_lower					
delayAction:spawn_rebel_assault_to_lower:33		assault_to_lower					
delayAction:spawn_rebel_assault_to_lower:41		assault_to_lower					
delayAction:spawn_rebel_assault_to_lower:49		assault_to_lower					
delayAction:spawn_rebel_assault_to_lower:57		assault_to_lower					
trigger:delete_self:faction-npc-imp_lower_to_r14:7:0:30:targetMessage		captured_branch	r14	7.6	-21.7	160.5	
"waitForComplete:triggerId:captured_branch_rebel:branch_guard,branch_guard,branch_guard,branch_guard"		spawn_rebel_objective					
"waitForComplete:triggerId:captured_branch_imperial:branch_guard,branch_guard,branch_guard,branch_guard"		spawn_imperial_objective					
"waitForComplete:triggerId:captured_branch:branch_guard,branch_guard,branch_guard,branch_guard"							
heroic_echo_rebel_commando_interior	branch_guard	imp_invade_front	r14	1.3	-21	134	164
heroic_echo_rebel_commando_interior	branch_guard	imp_invade_front	r14	4.3	-21	162.9	-145
heroic_echo_rebel_commando_interior	branch_guard	imp_invade_front	r14	15.9	-20	153	-163
heroic_echo_rebel_commando_interior	branch_guard	imp_invade_front	r14	17.8	-21	131.6	-135
heroic_echo_rebel_commando_interior		spawn_imperial_extras	r14	11.68	-21.6	137.9	-180
heroic_echo_rebel_commando_interior		spawn_imperial_extras	r14	7.1	-21.96	138	-178
heroic_echo_rebel_commando_interior		spawn_imperial_extras	r14	3.11	-22	138	-134
heroic_echo_rebel_phalax_commander		spawn_imperial_extras	r14	7.2	-21.8	141.4	-178
heroic_echo_stormcommando		captured_branch_rebel	r14	29	-13.9	151	33
heroic_echo_stormcommando		captured_branch_rebel	r14	26	-13.9	154.26	45.98
heroic_echo_stormcommando		captured_branch_rebel	r14	0	-21	169	-105
heroic_echo_stormcommando		captured_branch_rebel	r14	14.4	-21	125	-161
heroic_echo_stormcommando		captured_branch_rebel	r14	3.89	-20	126	165
heroic_echo_stormcommando		captured_branch_rebel	r14	8.6	-18.4	50.8	-93
heroic_echo_stormcommando		captured_branch_rebel	r14	2.1	-18	50	95
heroic_echo_snowtrooper_interior		captured_branch_imperial	r14	29	-13.9	151	33
heroic_echo_snowtrooper_interior		captured_branch_imperial	r14	26	-13.9	154.26	45.98
heroic_echo_snowtrooper_interior		captured_branch_imperial	r14	0	-21	169	-105
heroic_echo_snowtrooper_interior		captured_branch_imperial	r14	14.4	-21	125	-161
heroic_echo_snowtrooper_interior		captured_branch_imperial	r14	3.89	-20	126	165
heroic_echo_snowtrooper_interior		captured_branch_imperial	r14	8.6	-18.4	50.8	-93							
heroic_echo_snowtrooper_interior		captured_branch_imperial	r14	2.1	-18	50	95							
heroic_echo_rebel_phalax_commander		spawn_imperial_extras	r48	5	-18	-2	-177							
heroic_echo_rebel_commando_interior		spawn_imperial_extras	r48	10	-18	-3	-169							
heroic_echo_rebel_commando_interior		spawn_imperial_extras	r48	1	-18	-4	172							
heroic_echo_stormcommando		captured_branch	r48	8.4	-18.25	5.9	-168							
heroic_echo_stormcommando		captured_branch	r48	0	-18	5.6	169							
heroic_echo_stormcommando		captured_branch	r48	18	-18	-9.9	-89							
heroic_echo_stormcommando		captured_branch	r48	-11.39	-18.25	-10	90							
waitForComplete:triggerId:med_to_lower_imperial:med_to_lower		imperial												
waitForComplete:triggerId:med_to_lower_rebel:med_to_lower		rebel												
taskId:med_to_lower		captured_branch_rebel												
taskId:med_to_lower		captured_branch_imperial												
heroic_echo_snowtrooper_interior		spawn_med_to_lower_imperial	r14	26.8	-13.93	151.98	0		"string:patrol_path=lower_imp_branch_right,int:run=1,int:equip=1,string:socialGroup=disco"					25
heroic_echo_snowtrooper_interior		spawn_med_to_lower_rebel	r14	26.8	-13.93	151.98	0		"string:patrol_path=lower_imp_branch_right,int:run=1,int:equip=1,string:socialGroup=disco"	OnDeath:triggerId:spawn_med_to_lower_p2				
heroic_echo_imp_assassin		spawn_med_to_lower_p2	r14	26.8	-13.93	151.98	0		"string:patrol_path=lower_imp_branch_right,int:run=1,int:equip=1,string:socialGroup=disco"	OnDeath:triggerId:spawn_med_to_lower_p3				
heroic_echo_stormcommando		spawn_med_to_lower_p3	r14	26.8	-13.93	151.98	0		"string:patrol_path=lower_imp_branch_right,int:run=1,int:equip=1,string:socialGroup=disco"	OnDeath:triggerId:spawn_med_to_lower_p3			
delayAction:spawn_med_to_lower_imperial:4		med_to_lower_imperial											
delayAction:spawn_med_to_lower_imperial:12		med_to_lower_imperial											
delayAction:spawn_med_to_lower_imperial:20		med_to_lower_imperial											"lower_imp_branch_right:patrolOnce:lower_hanger_hall_1,lower_hanger_hall_2|lower_hanger_hall_2_1,lower_hanger_hall_3|lower_hanger_hall_3_1,lower_hanger_hall_4|lower_hanger_hall_4_1,lower_hanger_hall_5,lower_hanger_hall_6,lower_hanger_hall_7|lower_hanger_hall_7_1|lower_hanger_hall_7_2,lower_hanger_hall_8,lower_hanger_hall_9,lower_hanger_hall_10|lower_hanger_hall_10_1|lower_hanger_hall_10_2,lower_hanger_hall_11|lower_hanger_hall_11_1|lower_hanger_hall_11_2,lower_hanger_hall_12,lower_hanger_hall_13,lower_hanger_hall_14|lower_hanger_hall_14_1,lower_hanger_hall_15,lower_hanger_hall_16,lower_hanger_hall_17|lower_hanger_hall_17_1,lower_hanger_hall_18|lower_hanger_hall_18_1,lower_hanger_hall_19,lower_hanger_hall_20|lower_hanger_hall_20_1|lower_hanger_hall_20_2,lower_hanger_hall_21|lower_hanger_hall_21_1,lower_hanger_to_storage"
delayAction:spawn_med_to_lower_imperial:28		med_to_lower_imperial											
delayAction:spawn_med_to_lower_imperial:36		med_to_lower_imperial											
delayAction:spawn_med_to_lower_rebel:4		med_to_lower_rebel											
delayAction:spawn_med_to_lower_rebel:12		med_to_lower_rebel											
delayAction:spawn_med_to_lower_rebel:20		med_to_lower_rebel											
delayAction:spawn_med_to_lower_rebel:28		med_to_lower_rebel											
delayAction:spawn_med_to_lower_rebel:36		med_to_lower_rebel											
delayAction:spawn_med_to_lower_rebel:44		med_to_lower_rebel											
delayAction:spawn_med_to_lower_rebel:52		med_to_lower_rebel											
delayAction:spawn_med_to_lower_rebel:60		med_to_lower_rebel											
"waitForComplete:triggerId:imp_reinforce_medical_rebel:cap_med,cap_med,cap_med,cap_med,cap_med,cap_med"		spawn_rebel_objective											
"waitForComplete:triggerId:imp_reinforce_medical_imperial:cap_med,cap_med,cap_med,cap_med,cap_med,cap_med"		spawn_imperial_objective											
"waitForComplete:triggerId:imp_reinforce_medical:cap_med,cap_med,cap_med,cap_med,cap_med,cap_med"		imp_invade_front					
heroic_echo_snowtrooper_interior		imp_reinforce_medical_imperial	r50	44.9	-18	306	91
heroic_echo_snowtrooper_interior		imp_reinforce_medical_imperial	r50	77.6	-14	210	124
heroic_echo_snowtrooper_interior		imp_reinforce_medical_imperial	r50	105	-14	276	162
heroic_echo_snowtrooper_interior		imp_reinforce_medical_imperial	r50	100	-14	274	142
heroic_echo_snowtrooper_interior		imp_reinforce_medical_imperial	r51	83	-14	273	40
heroic_echo_snowtrooper_interior		imp_reinforce_medical_imperial	r51	74	-14	282	69
heroic_echo_snowtrooper_interior		imp_reinforce_medical_imperial	r51	74	-14	295	124
heroic_echo_snowtrooper_interior		imp_reinforce_medical_imperial	r51	81	-14	304	137
heroic_echo_snowtrooper_interior		imp_reinforce_medical_imperial	r51	94	-14	307	-156
heroic_echo_snowtrooper_interior		imp_reinforce_medical_imperial	r51	102	-14	300	-137
heroic_echo_stormcommando		imp_reinforce_medical_rebel	r50	44.9	-18	306	91
heroic_echo_stormcommando		imp_reinforce_medical_rebel	r50	77.6	-14	210	124
heroic_echo_stormcommando		imp_reinforce_medical_rebel	r50	105	-14	276	162
heroic_echo_stormcommando		imp_reinforce_medical_rebel	r50	100	-14	274	142
heroic_echo_stormcommando		imp_reinforce_medical_rebel	r51	83	-14	273	40
heroic_echo_stormcommando		imp_reinforce_medical_rebel	r51	74	-14	282	69
heroic_echo_stormcommando		imp_reinforce_medical_rebel	r51	74	-14	295	124
heroic_echo_stormcommando		imp_reinforce_medical_rebel	r51	81	-14	304	137
heroic_echo_stormcommando		imp_reinforce_medical_rebel	r51	94	-14	307	-156
heroic_echo_stormcommando		imp_reinforce_medical_rebel	r51	102	-14	300	-137
heroic_echo_rebel_commando_interior		imp_invade_front	r54	-66	-18	302	78
heroic_echo_rebel_commando_interior		imp_invade_front	r54	-62	-18	308	103
heroic_echo_rebel_commando_interior		imp_invade_front	r54	-76	-18	311	103
heroic_echo_rebel_commando_interior		imp_invade_front	r54	-77	-18	305	-179
heroic_echo_rebel_commando_interior		imp_invade_front	r54	-66	-18	288	35
"waitForComplete:triggerId:imperial_cap_disco:disco,disco,disco,disco"		spawn_imperial_objective					
"waitForComplete:triggerId:rebel_cap_disco:disco,disco,disco,disco"		spawn_rebel_objective					
heroic_echo_snowtrooper_interior		imperial_cap_disco	r53	-25	-18	309	-177
heroic_echo_snowtrooper_interior		imperial_cap_disco	r53	-25	-18	300	0
heroic_echo_snowtrooper_interior		imperial_cap_disco	r54	-52	-18	288	-23
heroic_echo_snowtrooper_interior		imperial_cap_disco	r54	-53	-18	325	-149
heroic_echo_snowtrooper_interior		imperial_cap_disco	r54	-77	-18	324	148						"disco_forward:patrolOnce:lower_hanger_hall_15,lower_hanger_hall_16,lower_hanger_hall_17|lower_hanger_hall_17_1,lower_hanger_hall_18|lower_hanger_hall_18_1,lower_hanger_hall_19,lower_hanger_hall_20|lower_hanger_hall_20_1|lower_hanger_hall_20_2,lower_hanger_hall_21|lower_hanger_hall_21_1,lower_hanger_to_storage"	
heroic_echo_stormcommando		rebel_cap_disco	r53	-25	-18	309	-177							
heroic_echo_stormcommando		rebel_cap_disco	r53	-25	-18	300	0							
heroic_echo_stormcommando		rebel_cap_disco	r54	-52	-18	288	-23							
heroic_echo_stormcommando		rebel_cap_disco	r54	-53	-18	325	-149							
heroic_echo_stormcommando		rebel_cap_disco	r54	-77	-18	324	148						"disco_forward:patrolOnce:lower_hanger_hall_15,lower_hanger_hall_16,lower_hanger_hall_17|lower_hanger_hall_17_1,lower_hanger_hall_18|lower_hanger_hall_18_1,lower_hanger_hall_19,lower_hanger_hall_20|lower_hanger_hall_20_1|lower_hanger_hall_20_2,lower_hanger_hall_21|lower_hanger_hall_21_1,lower_hanger_to_storage"	
waitForComplete:triggerId:disco_forward_imperial:disco_forward		spawn_imperial_objective												
waitForComplete:triggerId:disco_forward_rebel:disco_forward		spawn_rebel_objective												
taskId:disco_forward		imperial_cap_disco												
taskId:disco_forward		rebel_cap_disco												
heroic_echo_snowtrooper_interior		spawn_disco_forward_imperial	r54	-68	-18	305	-88		"string:patrol_path=disco_forward,int:run=1,int:equip=1,string:socialGroup=disco"					15
heroic_echo_snowtrooper_interior		spawn_disco_forward_rebel	r54	-68	-18	305	-88		"string:patrol_path=disco_forward,int:run=1,int:equip=1,string:socialGroup=disco"	OnDeath:triggerId:disco_cap_p2				
heroic_echo_imp_assassin		disco_cap_p2	r54	-68	-18	305	-88		"string:patrol_path=disco_forward,int:run=1,int:equip=1,string:socialGroup=disco"	OnDeath:triggerId:disco_cap_p3				
heroic_echo_stormcommando		disco_cap_p3	r54	-68	-18	305	-88		"string:patrol_path=disco_forward,int:run=1,int:equip=1,string:socialGroup=disco"	OnDeath:triggerId:disco_cap_p3				
delayAction:spawn_disco_forward_imperial:6		disco_forward_imperial												
delayAction:spawn_disco_forward_imperial:15		disco_forward_imperial												
delayAction:spawn_disco_forward_imperial:24		disco_forward_imperial
delayAction:spawn_disco_forward_imperial:33		disco_forward_imperial
delayAction:spawn_disco_forward_imperial:42		disco_forward_imperial
delayAction:spawn_disco_forward_rebel:6		disco_forward_rebel
delayAction:spawn_disco_forward_rebel:15		disco_forward_rebel
delayAction:spawn_disco_forward_rebel:24		disco_forward_rebel
delayAction:spawn_disco_forward_rebel:33		disco_forward_rebel
delayAction:spawn_disco_forward_rebel:42		disco_forward_rebel
delayAction:spawn_disco_forward_rebel:51		disco_forward_rebel
delayAction:spawn_disco_forward_rebel:60		disco_forward_rebel
delayAction:spawn_disco_forward_rebel:69		disco_forward_rebel
delayAction:spawn_disco_forward_rebel:78		disco_forward_rebel
waitForComplete:triggerId:imp_ion_cap_imperial:22_cap		imperial
waitForComplete:triggerId:imp_ion_cap_rebel:22_cap		rebel
waitForComplete:triggerId:imp_command_cap_imperial:22_cap		imperial
waitForComplete:triggerId:imp_command_cap_rebel:22_cap		rebel
waitForComplete:triggerId:imp_gen_cap_imperial:22_cap		imperial												
waitForComplete:triggerId:imp_gen_cap_rebel:22_cap		rebel											"r14_to_ion_cap:patrolOnce:lower_assault_1,lower_assault_2,lower_assault_3,lower_assault_4,lower_assault_5,lower_assault_cap,lower_to_cap_1,lower_to_cap_2,lower_to_cap_3,lower_to_cap_4,lower_to_cap_5,lower_to_cap_6,lower_to_cap_7,ion_cap"	
waitForComplete:triggerId:imp_tt_cap_imperial:22_cap		imperial											"r14_to_generator:patrolOnce:lower_assault_1,lower_assault_2,lower_assault_3,lower_assault_4,lower_assault_5,lower_assault_generator,assault_to_generator_1,assault_to_generator_2,assault_to_generator_3,assault_to_generator_4,assault_to_generator_5,assault_to_generator_6,uh_split_to_main_4,uh_split_to_main_3"	
waitForComplete:triggerId:imp_tt_cap_rebel:22_cap		rebel											"r14_to_tauntaun:patrolOnce:lower_assault_1,lower_assault_2,lower_assault_3,lower_assault_4,lower_assault_5,lower_assault_tauntaun,imp_assault_to_tauntaun_1,imp_assault_to_tauntaun_2,imp_assault_to_tauntaun_3,imp_assault_to_tauntaun_4,imp_assault_to_tauntaun_5,imp_assault_to_tauntaun_6"	
taskId:22_cap		captured_branch											"r14_to_command:patrolOnce:lower_assault_1,lower_assault_2,lower_assault_3,lower_assault_4,lower_assault_5,lower_assault_cap,lower_to_cap_1,lower_to_cap_2,lower_to_cap_3,lower_to_cap_4,lower_to_cap_5,lower_to_cap_6,lower_to_cap_7,ion_cap"	
heroic_echo_snowtrooper_interior		spawn_imp_ion_cap_imperial	r14	8	-21	155	-46		"string:patrol_path=r14_to_ion_cap,int:run=1,int:equip=1"					20
heroic_echo_snowtrooper_interior		spawn_imp_ion_cap_rebel	r14	8	-21	155	-46		"string:patrol_path=r14_to_ion_cap,int:run=1,int:equip=1"	OnDeath:triggerId:imp_ion_p2				
heroic_echo_imp_assassin		imp_ion_p2	r14	9	-21	155	-46		"string:patrol_path=r14_to_ion_cap,int:run=1,int:equip=1"	OnDeath:triggerId:imp_ion_p3				
heroic_echo_stormcommando		imp_ion_p3	r14	11	-21	155	-46		"string:patrol_path=r14_to_ion_cap,int:run=1,int:equip=1"	OnDeath:triggerId:imp_ion_p3				
heroic_echo_snowtrooper_interior		spawn_imp_command_cap_imperial	r14	8	-21	155	-46		"string:patrol_path=r14_to_command,int:run=1,int:equip=1"					20
heroic_echo_snowtrooper_interior		spawn_imp_command_cap_rebel	r14	8	-21	155	-46		"string:patrol_path=r14_to_command,int:run=1,int:equip=1"	OnDeath:triggerId:imp_com_p2				
heroic_echo_imp_assassin		imp_com_p2	r14	9	-21	155	-46		"string:patrol_path=r14_to_command,int:run=1,int:equip=1"	OnDeath:triggerId:imp_com_p3				
heroic_echo_stormcommando		imp_com_p3	r14	11	-21	155	-46		"string:patrol_path=r14_to_command,int:run=1,int:equip=1"	OnDeath:triggerId:imp_com_p3				
heroic_echo_snowtrooper_interior		spawn_imp_gen_cap_imperial	r14	8	-21	155	-46		"string:patrol_path=r14_to_generator,int:run=1,int:equip=1,string:socialGroup=imp_gen_cap"					20
heroic_echo_snowtrooper_interior		spawn_imp_gen_cap_rebel	r14	8	-21	155	-46		"string:patrol_path=r14_to_generator,int:run=1,int:equip=1,string:socialGroup=imp_gen_cap"	OnDeath:triggerId:imp_gen_p2				
heroic_echo_imp_assassin		imp_gen_p2	r14	9	-21	155	-46		"string:patrol_path=r14_to_generator,int:run=1,int:equip=1,string:socialGroup=imp_gen_cap"	OnDeath:triggerId:imp_gen_p3				
heroic_echo_stormcommando		imp_gen_p3	r14	11	-21	155	-46		"string:patrol_path=r14_to_generator,int:run=1,int:equip=1,string:socialGroup=imp_gen_cap"	OnDeath:triggerId:imp_gen_p3				
heroic_echo_snowtrooper_interior		spawn_imp_tt_cap_imperial	r14	8	-21	155	-46		"string:patrol_path=r14_to_tauntaun,int:run=1,int:equip=1,string:socialGroup=imp_tauntaun"					20
heroic_echo_snowtrooper_interior		spawn_imp_tt_cap_rebel	r14	8	-21	155	-46		"string:patrol_path=r14_to_tauntaun,int:run=1,int:equip=1,string:socialGroup=imp_tauntaun"	OnDeath:triggerId:imp_tt_p2				
heroic_echo_imp_assassin		imp_tt_p2	r14	9	-21	155	-46		"string:patrol_path=r14_to_tauntaun,int:run=1,int:equip=1,string:socialGroup=imp_tauntaun"	OnDeath:triggerId:imp_tt_p3				
heroic_echo_stormcommando		imp_tt_p3	r14	11	-21	155	-46		"string:patrol_path=r14_to_tauntaun,int:run=1,int:equip=1,string:socialGroup=imp_tauntaun"	OnDeath:triggerId:imp_tt_p3				
delayAction:spawn_imp_ion_cap_imperial:1		imp_ion_cap_imperial												
delayAction:spawn_imp_ion_cap_imperial:15		imp_ion_cap_imperial												
delayAction:spawn_imp_ion_cap_rebel:1		imp_ion_cap_rebel												
delayAction:spawn_imp_ion_cap_rebel:15		imp_ion_cap_rebel												
delayAction:spawn_imp_command_cap_imperial:24		imp_command_cap_imperial												
delayAction:spawn_imp_command_cap_imperial:40		imp_command_cap_imperial												
delayAction:spawn_imp_command_cap_imperial:56		imp_command_cap_imperial												
delayAction:spawn_imp_command_cap_rebel:23		imp_command_cap_rebel												
delayAction:spawn_imp_command_cap_rebel:40		imp_command_cap_rebel												
delayAction:spawn_imp_command_cap_rebel:57		imp_command_cap_rebel												
delayAction:spawn_imp_command_cap_rebel:74		imp_command_cap_rebel												
delayAction:spawn_imp_command_cap_rebel:91		imp_command_cap_rebel
delayAction:spawn_imp_command_cap_rebel:108		imp_command_cap_rebel
