entry_type	type	schematic_name	schematic_description	crafting_script	items_per_container	crafting_type	slots	xp_type	volume	crafted_object_template	crafted_object_template_hash	complexity	xp	hit_points_low	hit_points_high	min_damage_low	min_damage_high	max_damage_low	max_damage_high	accuracy_low	accuracy_high	damage_type	elemental_type	elemental_value_low	elemental_value_high	attack_speed_low	attack_speed_high	wound_chance_low	wound_chance_high	special_attack_cost_low	special_attack_cost_high	min_range_distance	max_range_distance	slot_type	slot_optional	slot_name	slot_ingredient_name	slot_ingredient_count	slot_appearance	exports_to	gasQuality_min_low	gasQuality_min_high	gasQuality_max_low	gasQuality_max_high	coreLevel_min	coreLevel_max	powerBit_type_min	powerBit_type_max	powerBit_min	powerBit_max	coreQuality_min_low	coreQuality_min_high	coreQuality_max_low	coreQuality_max_high	componentBonus_min_low	componentBonus_min_high	componentBonus_max_low	componentBonus_max_high	meleeComponentQuality_min_low	meleeComponentQuality_min_high	meleeComponentQuality_max_low	meleeComponentQuality_max_high	appearanceBonus_min_low	appearanceBonus_min_high	appearanceBonus_max_low	appearanceBonus_max_high
slot																																		template	0	advanced_core	object/tangible/component/weapon/mustafar/carbine_coil_sfor.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	pistol	weapon_appearance_pistol_disrupter		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	8	weapon_crafting		object/weapon/ranged/pistol/som_disruptor_pistol.iff	object/weapon/ranged/pistol/som_disruptor_pistol.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	30
slot																																		resource	0	frame_assembly	steel_ditanium	85																												
slot																																		resource	0	receiver_assembly	copper_platinite	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_pistol_blaster	object/tangible/component/weapon/blaster_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	advanced_core	object/tangible/component/weapon/mustafar/pistol_coil_dist.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	pistol	weapon_appearance_pistol_ion_relic		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	8	weapon_crafting		object/weapon/ranged/pistol/som_ion_relic_pistol.iff	object/weapon/ranged/pistol/som_ion_relic_pistol.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	30
slot																																		resource	0	frame_assembly	iron_kammris	85																												
slot																																		resource	0	receiver_assembly	copper_polysteel	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_pistol_blaster	object/tangible/component/weapon/blaster_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	advanced_core	object/tangible/component/weapon/mustafar/pistol_coil_ion.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	melee	weapon_appearance_lance_obsidian		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	5	weapon_crafting		object/weapon/melee/polearm/som_lance_obsidian.iff	object/weapon/melee/polearm/som_lance_obsidian.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	40
slot																																		resource	0	sword_core_jacket	steel_carbonite	120																												
slot																																		resource	0	grip	copper_polysteel	60																												
slot																																		template	0	vibration_generator	object/tangible/component/weapon/vibro_unit_base.iff	1																												
slot																																		template	0	advanced_core	object/tangible/component/weapon/mustafar/obsid_lance_core.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	melee	weapon_appearance_lance_xandank		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	5	weapon_crafting		object/weapon/melee/polearm/som_lance_xandank.iff	object/weapon/melee/polearm/som_lance_xandank.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	40
slot																																		resource	0	sword_core_jacket	steel_ditanium	120																												
slot																																		resource	0	grip	copper_mythra	60																												
slot																																		template	0	vibration_generator	object/tangible/component/weapon/vibro_unit_base.iff	1																												
slot																																		template	0	advanced_core	object/tangible/component/weapon/mustafar/tulrus_lance_core.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	heavy	weapon_appearance_heavy_lava_cannon		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	10	weapon_crafting		object/weapon/ranged/heavy/som_lava_cannon.iff	object/weapon/ranged/heavy/som_lava_cannon.iff	40	450	800	1100	0	0	0	0	0	0	energy	heat	-1	-1	heavy	heavy	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	30
slot																																		resource	0	frame_assembly	steel_carbonite	150																												
slot																																		resource	0	receiver_assembly	iron_kammris	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	20																												
slot																																		resource	0	enhanced_cooling_mechanism	gemstone_crystalline	45																												
slot																																		resource	0	thermal_control_unit	ore_carbonate	20																												
slot																																		template	0	advanced_core	object/tangible/component/weapon/mustafar/lava_cannon_coil.iff	1																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_heavy_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	directional	weapon_appearance_heavy_republic_flamer		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	10	weapon_crafting		object/weapon/ranged/heavy/som_republic_flamer.iff	object/weapon/ranged/heavy/som_republic_flamer.iff	40	450	800	1100	0	0	0	0	0	0	energy	heat	-1	-1	directional	directional	1	1	100	100		20							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	30
slot																																		resource	0	frame_assembly	steel_duralloy	150																												
slot																																		resource	0	receiver_assembly	iron_kammris	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	20																												
slot																																		resource	0	enhanced_cooling_mechanism	gemstone_crystalline	45																												
slot																																		resource	0	thermal_control_unit	ore_carbonate	20																												
slot																																		template	0	advanced_core	object/tangible/component/weapon/mustafar/flamer_coil.iff	1																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_heavy_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_dp23		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	8	weapon_crafting		object/weapon/ranged/rifle/som_rifle_dp23.iff	object/weapon/ranged/rifle/som_rifle_dp23.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	30
slot																																		resource	0	frame_assembly	aluminum_linksteel	130																												
slot																																		resource	0	receiver_assembly	metal_nonferrous	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	advanced_core	object/tangible/component/weapon/mustafar/rifle_coil_dp23.iff	1																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_disrupter		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	8	weapon_crafting		object/weapon/ranged/rifle/som_rifle_mustafar_disruptor.iff	object/weapon/ranged/rifle/som_rifle_mustafar_disruptor.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	30
slot																																		resource	0	frame_assembly	aluminum_phrik	130																												
slot																																		resource	0	receiver_assembly	copper	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	advanced_core	object/tangible/component/weapon/mustafar/rifle_coil_dist.iff	1																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	melee	weapon_appearance_sword_obsidian		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	4	weapon_crafting		object/weapon/melee/sword/som_sword_obsidian.iff	object/weapon/melee/sword/som_sword_obsidian.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	60	0	50
slot																																		resource	0	sword_core_jacket	steel_carbonite	120																												
slot																																		resource	0	grip	petrochem_inert_polymer	60																												
slot																																		template	0	advanced_core	object/tangible/component/weapon/mustafar/1h_obsid_sword_core.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	carbine	weapon_appearance_carbine_slug		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_slug.iff	object/weapon/ranged/carbine/carbine_slug.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	carbine	carbine	1	1	100	100		50							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel_ditanium	100																												
slot																																		resource	0	receiver_assembly	aluminum_linksteel	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	melee	weapon_appearance_gaderiffi_elite		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	4	weapon_crafting		object/weapon/melee/baton/baton_gaderiffi_elite.iff	object/weapon/melee/baton/baton_gaderiffi_elite.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	62	0	50
slot																																		resource	0	reactive_striking_surface	aluminum_titanium	120																												
slot																																		resource	0	power_cell_brackets	copper_polysteel	60																												
slot																																		resource	0	grip_unit	petrochem_inert_polymer	28																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	rifle	weapon_appearance_tusken_elite		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/rifle/rifle_tusken_elite.iff	object/weapon/ranged/rifle/rifle_tusken_elite.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	62	0	40
slot																																		resource	0	frame_assembly	aluminum_titanium	130																												
slot																																		resource	0	receiver_assembly	aluminum_chromium	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_carbine_heroic_sd		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_heroic_sd.iff	object/weapon/ranged/carbine/carbine_heroic_sd.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	carbine	carbine	1	1	100	100		50							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	62	0	40
slot																																		resource	0	frame_assembly	steel_ditanium	100																												
slot																																		resource	0	receiver_assembly	iron_polonium	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	melee	weapon_appearance_polearm_heroic_sd		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	5	weapon_crafting		object/weapon/melee/polearm/polearm_heroic_sd.iff	object/weapon/melee/polearm/polearm_heroic_sd.iff	40	450	800	1100	0	0	0	0	0	0	energy	none	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	62	0	50
slot																																		resource	0	lance_shaft	steel_carbonite	120																												
slot																																		resource	0	vibro_unit_and_power_cell_brackets	copper_polysteel	60																												
slot																																		resource	0	grip_unit	petrochem_inert_polymer	28																												
slot																																		template	0	vibration_generator	object/tangible/component/weapon/vibro_unit_base.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	pistol	weapon_appearance_pistol_heroic_sd		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/pistol/pistol_heroic_sd.iff	object/weapon/ranged/pistol/pistol_heroic_sd.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	pistol	pistol	1	1	100	100		38							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	62	0	40
slot																																		resource	0	frame_assembly	steel_ditanium	85																												
slot																																		resource	0	receiver_assembly	copper_platinite	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_pistol_projectile	object/tangible/component/weapon/projectile_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	pistol	weapon_appearance_pistol_dd6		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/pistol/pistol_dd6.iff	object/weapon/ranged/pistol/pistol_dd6.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	pistol	pistol	1	1	100	100		38							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	62	0	40
slot																																		resource	0	frame_assembly	steel_duralloy	85																												
slot																																		resource	0	receiver_assembly	copper_polysteel	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_pistol_projectile	object/tangible/component/weapon/projectile_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	pistol	weapon_appearance_pistol_heroic_exar		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/pistol/pistol_heroic_exar.iff	object/weapon/ranged/pistol/pistol_heroic_exar.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	none	-1	-1	pistol	pistol	1	1	100	100		35							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	62	0	40
slot																																		resource	0	frame_assembly	steel_duralloy	85																												
slot																																		resource	0	receiver_assembly	copper_platinite	40																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_pistol_projectile	object/tangible/component/weapon/projectile_pistol_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	carbine	weapon_appearance_carbine_kun_massassi		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_kun_massassi.iff	object/weapon/ranged/carbine/carbine_kun_massassi.iff	40	450	800	1100	0	0	0	0	0	0	energy	cold	-1	-1	carbine	carbine	1	1	100	100		50							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	62	0	40
slot																																		resource	0	frame_assembly	steel_duralloy	100																												
slot																																		resource	0	receiver_assembly	iron_kammris	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	melee	weapon_appearance_2h_sword_kun_massassi		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	4	weapon_crafting		object/weapon/melee/2h_sword/2h_sword_kun_massassi.iff	object/weapon/melee/2h_sword/2h_sword_kun_massassi.iff	40	450	800	1100	0	0	0	0	0	0	kinetic	cold	-1	-1	melee	melee	1	1	100	100		4							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	62	0	50
slot																																		resource	0	sword_core_jacket	steel_duralloy	120																												
slot																																		resource	0	grip	petrochem_inert_polymer	60																												
slot																																		template	0	vibration_generator	object/tangible/component/weapon/vibro_unit_base.iff	1																												
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_melee_base.iff	1																												
weapon	carbine	weapon_appearance_carbine_ee3_bounty		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/carbine/carbine_bounty_ee3.iff	object/weapon/ranged/carbine/carbine_bounty_ee3.iff	40	450	800	1100	0	0	0	0	0	0	energy	heat	-1	-1	carbine	carbine	1	1	100	100		50							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	30
slot																																		resource	0	frame_assembly	steel_carbonite	100																												
slot																																		resource	0	receiver_assembly	copper_polysteel	45																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_projectile	object/tangible/component/weapon/projectile_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_dc15_bounty		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	7	weapon_crafting		object/weapon/ranged/rifle/rifle_bounty_dc15.iff	object/weapon/ranged/rifle/rifle_bounty_dc15.iff	40	450	800	1100	0	0	0	0	0	0	energy	cold	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	52	0	30
slot																																		resource	0	frame_assembly	steel_carbonite	130																												
slot																																		resource	0	receiver_assembly	copper_polysteel	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	rifle	weapon_appearance_rifle_bowcaster_master		systems.crafting.weapon.core.crafting_new_weapon_final	25	weapon	7	weapon_crafting		object/weapon/ranged/rifle/rifle_bowcaster_master.iff	object/weapon/ranged/rifle/rifle_bowcaster_master.iff	40	120	800	1100	0	0	0	0	0	0	kinetic	heat	-1	-1	rifle	rifle	1	1	100	100		64							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	aluminum_titanium	130																												
slot																																		resource	0	receiver_assembly	steel_duralloy	70																												
slot																																		resource	0	grip_assembly	petrochem_inert_polymer	28																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_ranged_base.iff	1																												
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope																											
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock																											
weapon	directional	weapon_appearance_heavy_carbonite_rifle		systems.crafting.weapon.core.crafting_new_weapon_final	0	weapon	9	weapon_crafting		object/weapon/ranged/heavy/heavy_carbonite_rifle.iff	object/weapon/ranged/heavy/heavy_carbonite_rifle.iff	40	450	800	1100	0	0	0	0	0	0	energy	cold	-1	-1	directional	directional	1	1	100	100		20							sys.server/compiled/game/object/draft_schematic/weapon/appearance/																							0	42	0	20
slot																																		resource	0	frame_assembly	steel_ditanium	150																												
slot																																		resource	0	receiver_assembly	iron_kammris	40																												
slot																																		resource	0	grip_assembly	metal	20																												
slot																																		resource	0	enhanced_cooling_mechanism	gemstone_crystalline	45																												
slot																																		resource	0	thermal_control_unit	ore_carbonate	20																												
slot																																		template	0	barrel_rifle_blaster	object/tangible/component/weapon/blaster_rifle_barrel_base.iff	1	muzzle																											
slot																																		template	0	weapon_core	object/tangible/component/weapon/core/weapon_core_heavy_base.iff	1																
slot																																		template	1	scope	object/tangible/component/weapon/scope_weapon_base.iff	1	scope															
slot																																		template	1	stock	object/tangible/component/weapon/stock_base.iff	1	stock															
weapon	component	weapon_core_melee_basic		systems.crafting.weapon.core.crafting_new_weapon_core_melee	50	weapon	3	weapon_crafting		object/tangible/component/weapon/core/weapon_core_melee_basic.iff	object/tangible/component/weapon/core/weapon_core_melee_basic.iff	22	120	1	1	0	0	0	0	0	0		none	-1	-1	component	component	1	1											sys.server/compiled/game/object/draft_schematic/weapon/core/	0	0	0	0	18	40	0	0	0	0	4	10	0	10
slot																																		resource	0	frame_assembly	chemical	15																
slot																																		resource	0	thermal_control_unit	metal	25																
slot																																		template	0	weapon_reinforcement	object/tangible/component/weapon/new_weapon_comp_reinforcement_core_base.iff	1																
weapon	component	weapon_core_melee_standard		systems.crafting.weapon.core.crafting_new_weapon_core_melee	50	weapon	5	weapon_crafting		object/tangible/component/weapon/core/weapon_core_melee_standard.iff	object/tangible/component/weapon/core/weapon_core_melee_standard.iff	36	120	1	1	0	0	0	0	0	0		none	-1	-1	component	component	1	1											sys.server/compiled/game/object/draft_schematic/weapon/core/	0	0	0	0	42	72	0	0	0	0	4	10	0	10
slot																																		resource	0	frame_assembly	petrochem_inert	35																
slot																																		resource	0	thermal_control_unit	metal_nonferrous	45																
slot																																		resource	0	power_cell_brackets	metal_ferrous	65																
slot																																		template	0	weapon_reinforcement	object/tangible/component/weapon/new_weapon_comp_reinforcement_core_base.iff	1																
slot																																		template	1	melee_enhancement_one	object/tangible/component/weapon/new_weapon/enhancement_melee_slot_one_base.iff	1																
weapon	component	weapon_core_melee_advanced		systems.crafting.weapon.core.crafting_new_weapon_core_melee	50	weapon	9	weapon_crafting		object/tangible/component/weapon/core/weapon_core_melee_advanced.iff	object/tangible/component/weapon/core/weapon_core_melee_advanced.iff	44	120	1	1	0	0	0	0	0	0		none	-1	-1	component	component	1	1											sys.server/compiled/game/object/draft_schematic/weapon/core/	0	0	0	0	74	90	0	0	0	0	4	10	0	10
slot																																		resource	0	frame_assembly	petrochem_inert_polymer	55																
slot																																		resource	0	thermal_control_unit	copper_desh	95																
slot																																		resource	0	power_cell_brackets	steel_duralloy	85																
slot																																		resource	0	charge_accumulator	iron_bronzium	35																
slot																																		template	0	weapon_reinforcement	object/tangible/component/weapon/new_weapon_comp_reinforcement_core_base.iff	1																
slot																																		template	1	elemental_component	object/tangible/component/weapon/new_weapon/elemental_base.iff	1																
slot																																		template	1	melee_enhancement_one	object/tangible/component/weapon/new_weapon/enhancement_melee_slot_one_base.iff	1																
slot																																		template	1	melee_enhancement_two	object/tangible/component/weapon/new_weapon/enhancement_melee_slot_two_base.iff	1																
slot																																		template	1	weapon_power_bit	object/tangible/component/weapon/new_weapon/power_bit.iff	1																
weapon	component	weapon_core_ranged_basic		systems.crafting.weapon.core.crafting_new_weapon_core	50	weapon	3	weapon_crafting		object/tangible/component/weapon/core/weapon_core_ranged_basic.iff	object/tangible/component/weapon/core/weapon_core_ranged_basic.iff	22	120	1	1	0	0	0	0	0	0		none	-1	-1	component	component	1	1											sys.server/compiled/game/object/draft_schematic/weapon/core/	0	0	0	0	18	40	0	0	0	0	4	10	0	10
slot																																		resource	0	frame_assembly	chemical	15																
slot																																		resource	0	thermal_control_unit	metal	25																
slot																																		template	0	weapon_gas_cartridge	object/tangible/component/weapon/new_weapon_comp_gas_cartridge_base.iff	1																
weapon	component	weapon_core_ranged_standard		systems.crafting.weapon.core.crafting_new_weapon_core	50	weapon	5	weapon_crafting		object/tangible/component/weapon/core/weapon_core_ranged_standard.iff	object/tangible/component/weapon/core/weapon_core_ranged_standard.iff	36	120	1	1	0	0	0	0	0	0		none	-1	-1	component	component	1	1											sys.server/compiled/game/object/draft_schematic/weapon/core/	0	0	0	0	42	72	0	0	0	0	4	10	0	10
slot																																		resource	0	frame_assembly	petrochem_inert	35																
slot																																		resource	0	thermal_control_unit	metal_nonferrous	45																
slot																																		resource	0	pulse_insulator	metal_ferrous	75																
slot																																		template	0	weapon_gas_cartridge	object/tangible/component/weapon/new_weapon_comp_gas_cartridge_base.iff	1																
slot																																		template	1	ranged_enhancement_one	object/tangible/component/weapon/new_weapon/enhancement_ranged_slot_one_base.iff	1																
