Object Template Name	Male Human	Female Human	Male Rodian	Female Rodian	Male MonCal	Female MonCal	Male Wookiee	Female Wookiee	Male Twi'lek	Female Twi'lek	Male Trandoshan	Female Trandoshan	Male Zabrak	Female Zabrak	Male Bothan	Female Bothan	Male Ithorian	Female Ithorian	Male Sullustan	Female Sullustan
shared_npe_belt_01	appearance/armor_mandalorian_belt_m.sat	appearance/armor_mandalorian_belt_f.sat	appearance/armor_mandalorian_belt_m.sat	appearance/armor_mandalorian_belt_f.sat	appearance/armor_mandalorian_belt_m.sat	appearance/armor_mandalorian_belt_f.sat	:hide	:hide	appearance/armor_mandalorian_belt_m.sat	appearance/armor_mandalorian_belt_f.sat	appearance/armor_mandalorian_belt_m.sat	appearance/armor_mandalorian_belt_f.sat	appearance/armor_mandalorian_belt_m.sat	appearance/armor_mandalorian_belt_f.sat	appearance/armor_mandalorian_belt_m.sat	appearance/armor_mandalorian_belt_f.sat	:hide	:hide	appearance/armor_mandalorian_belt_m.sat	appearance/armor_mandalorian_belt_f.sat
shared_necklace_primitive_04	appearance/necklace_primitive_s04_m.sat	appearance/necklace_primitive_s04_f.sat	appearance/necklace_primitive_s04_m.sat	appearance/necklace_primitive_s04_f.sat	appearance/necklace_primitive_s04_m.sat	appearance/necklace_primitive_s04_f.sat	:hide	:hide	appearance/necklace_primitive_s04_m.sat	appearance/necklace_primitive_s04_f.sat	appearance/necklace_primitive_s04_m.sat	appearance/necklace_primitive_s04_f.sat	appearance/necklace_primitive_s04_m.sat	appearance/necklace_primitive_s04_f.sat	appearance/necklace_primitive_s04_m.sat	appearance/necklace_primitive_s04_f.sat	:hide	:hide	appearance/necklace_primitive_s04_m.sat	appearance/necklace_primitive_s04_f.sat
shared_necklace_primitive_03	appearance/necklace_primitive_s03_m.sat	appearance/necklace_primitive_s03_f.sat	appearance/necklace_primitive_s03_m.sat	appearance/necklace_primitive_s03_f.sat	appearance/necklace_primitive_s03_m.sat	appearance/necklace_primitive_s03_f.sat	:hide	:hide	appearance/necklace_primitive_s03_m.sat	appearance/necklace_primitive_s03_f.sat	appearance/necklace_primitive_s03_m.sat	appearance/necklace_primitive_s03_f.sat	appearance/necklace_primitive_s03_m.sat	appearance/necklace_primitive_s03_f.sat	appearance/necklace_primitive_s03_m.sat	appearance/necklace_primitive_s03_f.sat	:hide	:hide	appearance/necklace_primitive_s03_m.sat	appearance/necklace_primitive_s03_f.sat
shared_npe_shirt	appearance/armor_ubese_shirt_m.sat	appearance/armor_ubese_shirt_f.sat	appearance/armor_ubese_shirt_m.sat	appearance/armor_ubese_shirt_f.sat	appearance/armor_ubese_shirt_m.sat	appearance/armor_ubese_shirt_f.sat	:hide	:hide	appearance/armor_ubese_shirt_m.sat	appearance/armor_ubese_shirt_f.sat	appearance/armor_ubese_shirt_m.sat	appearance/armor_ubese_shirt_f.sat	appearance/armor_ubese_shirt_m.sat	appearance/armor_ubese_shirt_f.sat	appearance/armor_ubese_shirt_m.sat	appearance/armor_ubese_shirt_f.sat	:hide	:hide	appearance/armor_ubese_shirt_m.sat	appearance/armor_ubese_shirt_f.sat
shared_jacket_s48	appearance/jacket_s48_m.sat	appearance/jacket_s48_f.sat	appearance/jacket_s48_m.sat	appearance/jacket_s48_f.sat	appearance/jacket_s48_m.sat	appearance/jacket_s48_f.sat	:block	:block	appearance/jacket_s48_m.sat	appearance/jacket_s48_f.sat	appearance/jacket_s48_m.sat	appearance/jacket_s48_f.sat	appearance/jacket_s48_m.sat	appearance/jacket_s48_f.sat	appearance/jacket_s48_m.sat	appearance/jacket_s48_f.sat	:block	:block	appearance/jacket_s48_m.sat	appearance/jacket_s48_f.sat
shared_primitive_bracelet	appearance/bracelet_primitive_s01_m.sat	:hide	appearance/bracelet_primitive_s01_m.sat	:hide	appearance/bracelet_primitive_s01_m.sat	:hide	:hide	:hide	appearance/bracelet_primitive_s01_m.sat	:hide	appearance/bracelet_primitive_s01_m.sat	:hide	appearance/bracelet_primitive_s01_m.sat	:hide	appearance/bracelet_primitive_s01_m.sat	:hide	:hide	:hide	appearance/bracelet_primitive_s01_m.sat	:hide
shared_npe_belt_03	appearance/armor_marauder_s01_belt_m.sat	appearance/armor_marauder_s01_belt_f.sat	appearance/armor_marauder_s01_belt_m.sat	appearance/armor_marauder_s01_belt_f.sat	appearance/armor_marauder_s01_belt_m.sat	appearance/armor_marauder_s01_belt_f.sat	:hide	:hide	appearance/armor_marauder_s01_belt_m.sat	appearance/armor_marauder_s01_belt_f.sat	appearance/armor_marauder_s01_belt_m.sat	appearance/armor_marauder_s01_belt_f.sat	appearance/armor_marauder_s01_belt_m.sat	appearance/armor_marauder_s01_belt_f.sat	appearance/armor_marauder_s01_belt_m.sat	appearance/armor_marauder_s01_belt_f.sat	:hide	:hide	appearance/armor_marauder_s01_belt_m.sat	appearance/armor_marauder_s01_belt_f.sat
shared_npe_belt_02	appearance/armor_padded_s01_belt_m.sat	appearance/armor_padded_s01_belt_f.sat	appearance/armor_padded_s01_belt_m.sat	appearance/armor_padded_s01_belt_f.sat	appearance/armor_padded_s01_belt_m.sat	appearance/armor_padded_s01_belt_f.sat	:hide	:hide	appearance/armor_padded_s01_belt_m.sat	appearance/armor_padded_s01_belt_f.sat	appearance/armor_padded_s01_belt_m.sat	appearance/armor_padded_s01_belt_f.sat	appearance/armor_padded_s01_belt_m.sat	appearance/armor_padded_s01_belt_f.sat	appearance/armor_padded_s01_belt_m.sat	appearance/armor_padded_s01_belt_f.sat	:hide	:hide	appearance/armor_padded_s01_belt_m.sat	appearance/armor_padded_s01_belt_f.sat
shared_bodysuit_s08_generic	appearance/bodysuit_s08_m.sat	appearance/bodysuit_s08_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_bodysuit_s01_m.sat	appearance/ith_bodysuit_s01_f.sat	:default	:default
shared_armor_chitin_acklay_bicep_l	appearance/armor_acklay_carapace_bicep_l_m.sat	appearance/armor_acklay_carapace_bicep_l_f.sat	appearance/armor_acklay_carapace_bicep_l_m.sat	appearance/armor_acklay_carapace_bicep_l_f.sat	appearance/armor_acklay_carapace_bicep_l_m.sat	appearance/armor_acklay_carapace_bicep_l_f.sat	:block	:block	appearance/armor_acklay_carapace_bicep_l_m.sat	appearance/armor_acklay_carapace_bicep_l_f.sat	appearance/armor_acklay_carapace_bicep_l_m.sat	appearance/armor_acklay_carapace_bicep_l_f.sat	appearance/armor_acklay_carapace_bicep_l_m.sat	appearance/armor_acklay_carapace_bicep_l_f.sat	appearance/armor_acklay_carapace_bicep_l_m.sat	appearance/armor_acklay_carapace_bicep_l_f.sat	:block	:block	appearance/armor_acklay_carapace_bicep_l_m.sat	appearance/armor_acklay_carapace_bicep_l_f.sat
shared_armor_chitin_acklay_bicep_r	appearance/armor_acklay_carapace_bicep_r_m.sat	appearance/armor_acklay_carapace_bicep_r_f.sat	appearance/armor_acklay_carapace_bicep_r_m.sat	appearance/armor_acklay_carapace_bicep_r_f.sat	appearance/armor_acklay_carapace_bicep_r_m.sat	appearance/armor_acklay_carapace_bicep_r_f.sat	:block	:block	appearance/armor_acklay_carapace_bicep_r_m.sat	appearance/armor_acklay_carapace_bicep_r_f.sat	appearance/armor_acklay_carapace_bicep_r_m.sat	appearance/armor_acklay_carapace_bicep_r_f.sat	appearance/armor_acklay_carapace_bicep_r_m.sat	appearance/armor_acklay_carapace_bicep_r_f.sat	appearance/armor_acklay_carapace_bicep_r_m.sat	appearance/armor_acklay_carapace_bicep_r_f.sat	:block	:block	appearance/armor_acklay_carapace_bicep_r_m.sat	appearance/armor_acklay_carapace_bicep_r_f.sat
shared_armor_chitin_acklay_boots	appearance/armor_acklay_carapace_boots_m.sat	appearance/armor_acklay_carapace_boots_f.sat	appearance/armor_acklay_carapace_boots_m.sat	appearance/armor_acklay_carapace_boots_f.sat	appearance/armor_acklay_carapace_boots_m.sat	appearance/armor_acklay_carapace_boots_f.sat	:block	:block	appearance/armor_acklay_carapace_boots_m.sat	appearance/armor_acklay_carapace_boots_f.sat	appearance/armor_acklay_carapace_boots_m.sat	appearance/armor_acklay_carapace_boots_f.sat	appearance/armor_acklay_carapace_boots_m.sat	appearance/armor_acklay_carapace_boots_f.sat	appearance/armor_acklay_carapace_boots_m.sat	appearance/armor_acklay_carapace_boots_f.sat	:block	:block	appearance/armor_acklay_carapace_boots_m.sat	appearance/armor_acklay_carapace_boots_f.sat
shared_armor_chitin_acklay_bracer_l	appearance/armor_acklay_carapace_bracer_l_m.sat	appearance/armor_acklay_carapace_bracer_l_f.sat	appearance/armor_acklay_carapace_bracer_l_m.sat	appearance/armor_acklay_carapace_bracer_l_f.sat	appearance/armor_acklay_carapace_bracer_l_m.sat	appearance/armor_acklay_carapace_bracer_l_f.sat	:block	:block	appearance/armor_acklay_carapace_bracer_l_m.sat	appearance/armor_acklay_carapace_bracer_l_f.sat	appearance/armor_acklay_carapace_bracer_l_m.sat	appearance/armor_acklay_carapace_bracer_l_f.sat	appearance/armor_acklay_carapace_bracer_l_m.sat	appearance/armor_acklay_carapace_bracer_l_f.sat	appearance/armor_acklay_carapace_bracer_l_m.sat	appearance/armor_acklay_carapace_bracer_l_f.sat	:block	:block	appearance/armor_acklay_carapace_bracer_l_m.sat	appearance/armor_acklay_carapace_bracer_l_f.sat
shared_armor_chitin_acklay_bracer_r	appearance/armor_acklay_carapace_bracer_r_m.sat	appearance/armor_acklay_carapace_bracer_r_f.sat	appearance/armor_acklay_carapace_bracer_r_m.sat	appearance/armor_acklay_carapace_bracer_r_f.sat	appearance/armor_acklay_carapace_bracer_r_m.sat	appearance/armor_acklay_carapace_bracer_r_f.sat	:block	:block	appearance/armor_acklay_carapace_bracer_r_m.sat	appearance/armor_acklay_carapace_bracer_r_f.sat	appearance/armor_acklay_carapace_bracer_r_m.sat	appearance/armor_acklay_carapace_bracer_r_f.sat	appearance/armor_acklay_carapace_bracer_r_m.sat	appearance/armor_acklay_carapace_bracer_r_f.sat	appearance/armor_acklay_carapace_bracer_r_m.sat	appearance/armor_acklay_carapace_bracer_r_f.sat	:block	:block	appearance/armor_acklay_carapace_bracer_r_m.sat	appearance/armor_acklay_carapace_bracer_r_f.sat
shared_armor_chitin_acklay_chest_plate	appearance/armor_acklay_carapace_chest_plate_m.sat	appearance/armor_acklay_carapace_chest_plate_f.sat	appearance/armor_acklay_carapace_chest_plate_m.sat	appearance/armor_acklay_carapace_chest_plate_f.sat	appearance/armor_acklay_carapace_chest_plate_m.sat	appearance/armor_acklay_carapace_chest_plate_f.sat	:block	:block	appearance/armor_acklay_carapace_chest_plate_m.sat	appearance/armor_acklay_carapace_chest_plate_f.sat	appearance/armor_acklay_carapace_chest_plate_m.sat	appearance/armor_acklay_carapace_chest_plate_f.sat	appearance/armor_acklay_carapace_chest_plate_m.sat	appearance/armor_acklay_carapace_chest_plate_f.sat	appearance/armor_acklay_carapace_chest_plate_m.sat	appearance/armor_acklay_carapace_chest_plate_f.sat	:block	:block	appearance/armor_acklay_carapace_chest_plate_m.sat	appearance/armor_acklay_carapace_chest_plate_f.sat
shared_armor_chitin_acklay_gloves	appearance/armor_acklay_carapace_gloves_m.sat	appearance/armor_acklay_carapace_gloves_f.sat	appearance/armor_acklay_carapace_gloves_m.sat	appearance/armor_acklay_carapace_gloves_f.sat	appearance/armor_acklay_carapace_gloves_m.sat	appearance/armor_acklay_carapace_gloves_f.sat	:block	:block	appearance/armor_acklay_carapace_gloves_m.sat	appearance/armor_acklay_carapace_gloves_f.sat	appearance/armor_acklay_carapace_gloves_m.sat	appearance/armor_acklay_carapace_gloves_f.sat	appearance/armor_acklay_carapace_gloves_m.sat	appearance/armor_acklay_carapace_gloves_f.sat	appearance/armor_acklay_carapace_gloves_m.sat	appearance/armor_acklay_carapace_gloves_f.sat	:block	:block	appearance/armor_acklay_carapace_gloves_m.sat	appearance/armor_acklay_carapace_gloves_f.sat
shared_armor_chitin_acklay_leggings	appearance/armor_acklay_carapace_leggings_m.sat	appearance/armor_acklay_carapace_leggings_f.sat	appearance/armor_acklay_carapace_leggings_m.sat	appearance/armor_acklay_carapace_leggings_f.sat	appearance/armor_acklay_carapace_leggings_m.sat	appearance/armor_acklay_carapace_leggings_f.sat	:block	:block	appearance/armor_acklay_carapace_leggings_m.sat	appearance/armor_acklay_carapace_leggings_f.sat	appearance/armor_acklay_carapace_leggings_m.sat	appearance/armor_acklay_carapace_leggings_f.sat	appearance/armor_acklay_carapace_leggings_m.sat	appearance/armor_acklay_carapace_leggings_f.sat	appearance/armor_acklay_carapace_leggings_m.sat	appearance/armor_acklay_carapace_leggings_f.sat	:block	:block	appearance/armor_acklay_carapace_leggings_m.sat	appearance/armor_acklay_carapace_leggings_f.sat
shared_armor_chitin_acklay_helmet	appearance/armor_acklay_carapace_helmet_m.sat	appearance/armor_acklay_carapace_helmet_f.sat	appearance/armor_acklay_carapace_helmet_rod_m.sat	appearance/armor_acklay_carapace_helmet_rod_f.sat	appearance/armor_acklay_carapace_helmet_mon_m.sat	appearance/armor_acklay_carapace_helmet_mon_f.sat	:block	:block	appearance/armor_acklay_carapace_helmet_twk_m.sat	appearance/armor_acklay_carapace_helmet_twk_f.sat	appearance/armor_acklay_carapace_helmet_trn_m.sat	appearance/armor_acklay_carapace_helmet_trn_f.sat	appearance/armor_acklay_carapace_helmet_m.sat	appearance/armor_acklay_carapace_helmet_f.sat	appearance/armor_acklay_carapace_helmet_m.sat	appearance/armor_acklay_carapace_helmet_f.sat	:block	:block	appearance/armor_acklay_carapace_helmet_sul_m.sat	appearance/armor_acklay_carapace_helmet_sul_f.sat
shared_armor_mandalorian_imperial_belt	appearance/armor_mandalorian_imperial_belt_m.sat	appearance/armor_mandalorian_imperial_belt_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:hide	:hide	:default	:default
shared_armor_mandalorian_imperial_bicep_l	appearance/armor_mandalorian_imperial_arm_l_m.sat	appearance/armor_mandalorian_imperial_arm_l_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s03_bicep_l_m.sat	appearance/ith_armor_s03_bicep_l_f.sat	:default	:default
shared_armor_mandalorian_imperial_bicep_r	appearance/armor_mandalorian_imperial_arm_r_m.sat	appearance/armor_mandalorian_imperial_arm_r_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s03_bicep_r_m.sat	appearance/ith_armor_s03_bicep_r_f.sat	:default	:default
shared_armor_mandalorian_imperial_boots	appearance/armor_mandalorian_imperial_boots_m.sat	appearance/armor_mandalorian_imperial_boots_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:hide	:hide	:default	:default	:default	:default	appearance/ith_armor_s03_boots_m.sat	appearance/ith_armor_s03_boots_f.sat	:default	:default
shared_armor_mandalorian_imperial_bracer_l	appearance/armor_mandalorian_imperial_bracer_l_m.sat	appearance/armor_mandalorian_imperial_bracer_l_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s03_bracer_l_m.sat	appearance/ith_armor_s03_bracer_l_f.sat	:default	:default
shared_armor_mandalorian_imperial_bracer_r	appearance/armor_mandalorian_imperial_bracer_r_m.sat	appearance/armor_mandalorian_imperial_bracer_r_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s03_bracer_r_m.sat	appearance/ith_armor_s03_bracer_r_f.sat	:default	:default
shared_armor_mandalorian_imperial_chest_plate	appearance/armor_mandalorian_imperial_chest_plate_m.sat	appearance/armor_mandalorian_imperial_chest_plate_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s03_chest_plate_m.sat	appearance/ith_armor_s03_chest_plate_f.sat	:default	:default
shared_armor_mandalorian_imperial_gloves	appearance/armor_mandalorian_imperial_gloves_m.sat	appearance/armor_mandalorian_imperial_gloves_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:hide	:hide	:default	:default	:default	:default	appearance/ith_armor_s03_gloves_m.sat	appearance/ith_armor_s03_gloves_f.sat	:default	:default
shared_armor_mandalorian_imperial_helmet	appearance/armor_mandalorian_imperial_helmet_m.sat	appearance/armor_mandalorian_imperial_helmet_f.sat	:default	:default	appearance/armor_mandalorian_imperial_helmet_mon_m.sat	appearance/armor_mandalorian_imperial_helmet_mon_f.sat	:hide	:hide	appearance/armor_mandalorian_imperial_helmet_twk_m.sat	appearance/armor_mandalorian_imperial_helmet_twk_f.sat	:default	:default	:default	:default	appearance/armor_mandalorian_imperial_helmet_bth_m.sat	appearance/armor_mandalorian_imperial_helmet_bth_f.sat	appearance/ith_armor_s03_helmet_m.sat	appearance/ith_armor_s03_helmet_f.sat	appearance/armor_mandalorian_imperial_helmet_sul_m.sat	appearance/armor_mandalorian_imperial_helmet_sul_f.sat
shared_armor_mandalorian_imperial_leggings	appearance/armor_mandalorian_imperial_leggings_m.sat	appearance/armor_mandalorian_imperial_leggings_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s03_leggings_m.sat	appearance/ith_armor_s03_leggings_f.sat	:default	:default
shared_armor_mandalorian_rebel_belt	appearance/armor_mandalorian_rebel_belt_m.sat	appearance/armor_mandalorian_rebel_belt_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:hide	:hide	:default	:default
shared_armor_mandalorian_rebel_bicep_l	appearance/armor_mandalorian_rebel_bicep_l_m.sat	appearance/armor_mandalorian_rebel_bicep_l_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_bicep_l_m.sat	appearance/ith_armor_s02_bicep_l_f.sat	:default	:default
shared_armor_mandalorian_rebel_bicep_r	appearance/armor_mandalorian_rebel_bicep_r_m.sat	appearance/armor_mandalorian_rebel_bicep_r_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_bicep_r_m.sat	appearance/ith_armor_s02_bicep_r_f.sat	:default	:default
shared_armor_mandalorian_rebel_boots	appearance/armor_mandalorian_rebel_boots_m.sat	appearance/armor_mandalorian_rebel_boots_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:hide	:hide	:default	:default	:default	:default	appearance/ith_armor_s02_boots_m.sat	appearance/ith_armor_s02_boots_f.sat	:default	:default
shared_armor_mandalorian_rebel_bracer_l	appearance/armor_mandalorian_rebel_bracer_l_m.sat	appearance/armor_mandalorian_rebel_bracer_l_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_bracer_l_m.sat	appearance/ith_armor_s02_bracer_l_f.sat	:default	:default
shared_armor_mandalorian_rebel_bracer_r	appearance/armor_mandalorian_rebel_bracer_r_m.sat	appearance/armor_mandalorian_rebel_bracer_r_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_bracer_r_m.sat	appearance/ith_armor_s02_bracer_r_f.sat	:default	:default
shared_armor_mandalorian_rebel_chest_plate	appearance/armor_mandalorian_rebel_chest_plate_m.sat	appearance/armor_mandalorian_rebel_chest_plate_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_chest_plate_m.sat	appearance/ith_armor_s02_chest_plate_f.sat	:default	:default
shared_armor_mandalorian_rebel_gloves	appearance/armor_mandalorian_rebel_gloves_m.sat	appearance/armor_mandalorian_rebel_gloves_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:hide	:hide	:default	:default	:default	:default	appearance/ith_armor_s02_gloves_m.sat	appearance/ith_armor_s02_gloves_f.sat	:default	:default
shared_armor_mandalorian_rebel_helmet	appearance/armor_mandalorian_rebel_helmet_m.sat	appearance/armor_mandalorian_rebel_helmet_f.sat	:default	:default	appearance/armor_mandalorian_rebel_helmet_mon_m.sat	appearance/armor_mandalorian_rebel_helmet_mon_f.sat	:hide	:hide	appearance/armor_mandalorian_rebel_helmet_twk_m.sat	appearance/armor_mandalorian_rebel_helmet_twk_f.sat	:default	:default	:default	:default	appearance/armor_mandalorian_rebel_helmet_bth_m.sat	appearance/armor_mandalorian_rebel_helmet_bth_f.sat	appearance/ith_armor_s02_helmet_m.sat	appearance/ith_armor_s02_helmet_f.sat	appearance/armor_mandalorian_rebel_helmet_sul_m.sat	appearance/armor_mandalorian_rebel_helmet_sul_f.sat
shared_armor_mandalorian_rebel_leggings	appearance/armor_mandalorian_rebel_leggings_m.sat	appearance/armor_mandalorian_rebel_leggings_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_leggings_m.sat	appearance/ith_armor_s02_leggings_f.sat	:default	:default
shared_armor_bounty_hunter_belt	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block
shared_armor_bounty_hunter_bicep_l	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block
shared_armor_bounty_hunter_bicep_r	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block
shared_armor_bounty_hunter_bracer_l	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block
shared_armor_bounty_hunter_bracer_r	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block
shared_armor_bounty_hunter_chest_plate	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block
shared_armor_bounty_hunter_gloves	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block
shared_armor_bounty_hunter_helmet	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block
shared_armor_bounty_hunter_leggings	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block
shared_armor_bounty_hunter_boots	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block	:block
shared_necklace_medallion_black_sun	appearance/necklace_medallion_black_sun_m.sat	appearance/necklace_medallion_black_sun_f.sat	:default	:default	:default	:default	appearance/ith_necklace_medallion_black_sun_m.sat	appearance/ith_necklace_medallion_black_sun_f.sat	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_necklace_medallion_black_sun_m.sat	appearance/ith_necklace_medallion_black_sun_f.sat	:default	:default
shared_armor_stormtrooper_pvp_officer_chest_plate	appearance/armor_stormtrooper_chest_plate_pad_spec_ops_m.sat	appearance/armor_stormtrooper_chest_plate_pad_spec_ops_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_chest_plate_m.sat	appearance/ith_armor_s02_chest_plate_f.sat	:default	:default
shared_armor_rebel_spec_ops_bicep_l	appearance/armor_rebel_s03_spec_ops_bicep_l_m.sat	appearance/armor_rebel_s03_spec_ops_bicep_l_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_bicep_l_m.sat	appearance/ith_armor_s02_bicep_l_f.sat	:default	:default
shared_armor_rebel_spec_ops_bicep_r	appearance/armor_rebel_s03_spec_ops_bicep_r_m.sat	appearance/armor_rebel_s03_spec_ops_bicep_r_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_bicep_r_m.sat	appearance/ith_armor_s02_bicep_r_f.sat	:default	:default
shared_armor_rebel_spec_ops_boots	appearance/armor_rebel_s03_spec_ops_boots_m.sat	appearance/armor_rebel_s03_spec_ops_boots_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:hide	:hide	:default	:default	:default	:default	appearance/ith_armor_s02_boots_m.sat	appearance/ith_armor_s02_boots_f.sat	:default	:default
shared_armor_rebel_spec_ops_bracer_l	appearance/armor_rebel_s03_spec_ops_bracer_l_m.sat	appearance/armor_rebel_s03_spec_ops_bracer_l_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_bracer_l_m.sat	appearance/ith_armor_s02_bracer_l_f.sat	:default	:default
shared_armor_rebel_spec_ops_bracer_r	appearance/armor_rebel_s03_spec_ops_bracer_r_m.sat	appearance/armor_rebel_s03_spec_ops_bracer_r_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_bracer_r_m.sat	appearance/ith_armor_s02_bracer_r_f.sat	:default	:default
shared_armor_rebel_spec_ops_chest_plate	appearance/armor_rebel_s03_spec_ops_chest_plate_m.sat	appearance/armor_rebel_s03_spec_ops_chest_plate_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_chest_plate_m.sat	appearance/ith_armor_s02_chest_plate_f.sat	:default	:default
shared_armor_rebel_spec_ops_gloves	appearance/armor_rebel_s03_spec_ops_gloves_m.sat	appearance/armor_rebel_s03_spec_ops_gloves_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:hide	:hide	:default	:default	:default	:default	appearance/ith_armor_s02_gloves_m.sat	appearance/ith_armor_s02_gloves_f.sat	:default	:default
shared_armor_rebel_spec_ops_helmet	appearance/armor_rebel_s03_spec_ops_helmet_m.sat	appearance/armor_rebel_s03_spec_ops_helmet_f.sat	appearance/armor_rebel_s03_spec_ops_helmet_rod_m.sat	appearance/armor_rebel_s03_spec_ops_helmet_rod_f.sat	appearance/armor_rebel_s03_spec_ops_helmet_mon_m.sat	appearance/armor_rebel_s03_spec_ops_helmet_mon_f.sat	:hide	:hide	appearance/armor_rebel_spec_ops_s03_helmet_twk_m.sat	appearance/armor_rebel_spec_ops_s03_helmet_twk_f.sat	appearance/armor_rebel_s03_spec_ops_helmet_trn_m.sat	appearance/armor_rebel_s03_spec_ops_helmet_trn_f.sat	:default	:default	appearance/armor_rebel_s03_spec_ops_helmet_bth_m.sat	appearance/armor_rebel_s03_spec_ops_helmet_bth_f.sat	appearance/ith_armor_s02_helmet_m.sat	appearance/ith_armor_s02_helmet_f.sat	appearance/armor_rebel_s03_spec_ops_helmet_sul_m.sat	appearance/armor_rebel_s03_spec_ops_helmet_sul_f.sat
shared_armor_rebel_spec_ops_leggings	appearance/armor_rebel_s03_spec_ops_leggings_m.sat	appearance/armor_rebel_s03_spec_ops_leggings_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	appearance/ith_armor_s02_leggings_m.sat	appearance/ith_armor_s02_leggings_f.sat	:default	:default
shared_armor_rebel_spec_ops_belt	appearance/armor_rebel_s03_spec_ops_utility_belt_m.sat	appearance/armor_rebel_s03_spec_ops_spec_ops_utility_belt_f.sat	:default	:default	:default	:default	:hide	:hide	:default	:default	:default	:default	:default	:default	:default	:default	:hide	:hide	:default	:default
