0x00070bcf	spacequest/destroy/npe_hard_main_1
0x8bb54519	quest/tatooine_entha_return_draknus
0x8bcd9393	spacequest/space_battle/naboo_rebel_tier4_4
0x8bcdcf28	spacequest/destroy_duty/tatooine_rebel_tier4_1
0x8c1f62bc	quest/ep3_rodian_hunt_2
0x8c378eed	spacequest/escort/yavin_rebel_13
0x8c383fbb	spacequest/recovery/corellia_rebel_tier4_4
0x8c50ed85	spacequest/destroy_duty/ep3_kash_station_destroy_duty_rebel
0x8c825154	spacequest/destroy_duty/corellia_privateer_6
0x8c8ac63b	spacequest/assassinate/rori_station_reb_storyquest_01_f
0x8c910227	quest/corellia_39_pointer
0x8c9555b3	quest/npe_brawler_polearm
0x8cb04f7a	quest/tatooine_eisley_drensfolly
0x8cbe38ed	quest/no_rank6_katiara_toy
0x8cec136f	quest/coronet_murmurs_side_1
0x8d5a4d23	quest/npe_force_tracker
0x8d6f72c7	quest/restuss_rebel_space_mining_2
0x8d97e1c9	spacequest/recovery/tatooine_privateer_tier4_2a
0x8dc50cf4	spacequest/destroy_duty/stn_dantooine_owner_all_raiderdestroy_tier2_1
0x8e17c1fb	spacequest/recovery/naboo_privateer_14
0x8e1fb743	spacequest/escort_duty/tatooine_privateer_7
0x8e27c8ed	quest/c_syren5
0x8e554411	quest/newbie_scout_pt5
0x8e559cc3	quest/som_kenobi_samaritan_1
0x8e84937d	spacequest/delivery_no_pickup/corellia_station_mission4_1
0x8ec6d406	spacequest/space_battle/naboo_rebel_tier3_4
0x8eda621e	spacequest/patrol/tatooine_privateer_1
0x8ef7aec2	quest/crash_site_01_reb_domestics
0x8efc8296	quest/yavin_fallenstar_pt3
0x8f18f965	quest/tatooine_24_azure_cabal_hunters_path_01
0x8fc610c0	quest/purvis_recon_four
0x8fd16520	spacequest/destroy_surpriseattack/ep3_avatar_defensive_attack
0x8fd5dc97	quest/ep3_hunt_tuwezz_kill_diseased_ullers
0x8fd8460c	quest/corellia_disappearances_3a_innocence
0x90121414	quest/newbie_scout_pt2
0x90813130	spacequest/patrol/naboo_rebel_3
0x909c22b4	spacequest/escort/corellia_imperial_tier3_2_b
0x90afe268	quest/crash_site_04_imp_domestics
0x911ddcc3	quest/c_bounty_hunter_boba_link
0x91461252	spacequest/space_battle/tatooine_imperial_tier3_2_e
0x9156871d	spacequest/recovery_duty/naboo_rebel_tier4_1
0x9158825e	spacequest/survival/imperial_ss_2
0x917067d9	quest/pointer_barada
0x91a2fc12	spacequest/destroy/naboo_imperial_4
0x91c0b53e	quest/ep3_clone_relics_clone_trooper_mort_imperial
0x91ded658	spacequest/assassinate/nova_orion_rank1_01
0x91e4975b	quest/u16_nym_themepark_safe
0x91e9b4f0	spacequest/destroy_duty/corellia_imperial_6
0x9210378b	spacequest/inspect/corellia_imperial_tier3_1d
0x922aa735	quest/recovery_quest_imperial_number
0x922f2330	quest/quest_u10_02
0x926ff3f7	quest/event_gcwcheerleader_sfimp50
0x927f8782	spacequest/destroy_surpriseattack/corellia_imperial_15_split
0x92823157	quest/borvo_bounty_hunter
0x92c874fd	spacequest/destroy_duty/lok_rebel_tier3
0x93126e81	quest/feeder_ig88_02
0x9339946c	quest/ep3_forest_adressa_retrieve_1
0x93548cdf	spacequest/delivery_no_pickup/naboo_station_emperors_access_quest_2
0x935df7a3	quest/test_comm_player
0x939d79e3	quest/c_newbie_hall_01
0x939e0afa	spacequest/inspect/privateer_inspection_1
0x93a475ab	spacequest/assassinate/corellia_privateer_tier4_4d
0x93aa036a	quest/corellia_disappearances_4_cave
0x93abd6b6	quest/qaquest
0x93bc482f	spacequest/destroy_duty/naboo_imperial_6
0x93c3b248	quest/ep3_forest_meust_quest_2
0x93e64d19	spacequest/assassinate/no_rank2_04_02
0x93f9e989	quest/npe_pilot_training_3
0x942de24a	quest/npe_entertainer_1
0x944099b4	spacequest/space_battle/naboo_rebel_tier3_2
0x94577696	quest/build_speeder
0x9459f9d4	quest/corellia_droid_bunker_destroy_droideka
0x945a33f2	quest/crash_site_06_reb_domestics
0x945cdf14	quest/ep3_trando_herald
0x948de4d0	spacequest/delivery_no_pickup/npe_easy_main_3
0x94d309a3	quest/newbie_scout_pt3
0x94d9808f	spacequest/recovery/no_rank4_orion_02_01
0x952ee744	quest/som_blackguard_problem
0x9591e4b6	quest/npe_pointer_medic
0x95e295ec	spacequest/survival/poi_tatooine_general2_3_a
0x9603c619	quest/tatooine_eisley_special_delivery
0x9624154a	spacequest/destroy_surpriseattack/tatooine_rebel_tier3_4_b
0x962509e1	quest/ep3_hunt_loot_brightclaw_killed
0x964e8a39	quest/mtp_hideout_access_high_03
0x9664f698	quest/ep3_trando_mosolium_zssik_05
0x9665589a	quest/ep3_sera_wrhisch_liver
0x96737733	spacequest/destroy/master_rebel_1
0x96748424	spacequest/destroy_surpriseattack/dath_bh_revenge_01
0x96b61b91	spacequest/inspect/vortex_mission_1
0x96c831a8	quest/event_gcwcheerleader_sfimp5
0x96ee3e87	quest/quest_u10_03
0x96f2a17e	quest/kill_3_womprats
0x9702afff	quest/ep3_forest_meust_quest_3
0x9702eff2	spacequest/delivery_no_pickup/stn_dantooine_owner_all_tatooinedelivery_tier2_1
0x97252316	spacequest/space_battle/test_space_battle
0x972750ae	spacequest/assassinate/no_rank2_04_03
0x9738f43e	quest/npe_pilot_training_2
0x9768b7db	quest/ep3_clone_relics_queen_1
0x97ab76b0	quest/coronet_murmurs_2_gatherinfo
0x97d37336	quest/feeder_ig88_03
0x97d505c2	quest/npe_commando_tracker
0x97d874d3	quest/rtp_han_solo_01
0x97e25b09	spacequest/recovery/naboo_imperial_tier2_3
0x97f0adac	spacequest/recovery/naboo_imperial_tier4_2
0x9843644b	spacequest/rescue/npe_med_main_3a
0x98517f1d	quest/talus_dearic_better_genetics
0x985dac1b	quest/ep3_myyydril_nawika_talkto_5
0x988b0804	spacequest/destroy_duty/dathomir_station_imp_destroy_duty_tier3
0x988bf0a3	spacequest/recovery/corellia_station_mission5a_1
0x9895d6e1	spacequest/delivery_no_pickup/naboo_rebel_tier4_3_b
0x98ded149	quest/c_melee_combat_trainer
0x98f8f46f	quest/crash_site_06_imp_structures
0x99030a5e	spacequest/patrol/naboo_rebel_1
0x993ffae6	spacequest/destroy_surpriseattack/tatooine_imperial_1
0x9967d752	quest/ep3_hunt_sordaan_uller_bet_lost
0x9a0296c3	quest/npe_job_pointer_falrey
0x9a19e33a	quest/return_to_gendra
0x9a1f428d	quest/c_newbie_hall_03
0x9a2b9102	quest/ep3_clone_relics_queen_2
0x9a628588	spacequest/destroy_duty/corellia_imperial_10
0x9a796a6d	quest/npe_side_smuggle
0x9a7d115c	quest/tatooine_eisley_digital_infection_v2
0x9a93bfd1	quest/ep3_hunt_sordaan_all_bets_reward
0x9a9b520a	quest/rtp_han_solo_02
0x9aa7e24f	quest/pointer_ree_yees
0x9abb9948	quest/u16_nym_themepark_vana_to_jinkins
0x9b297804	quest/coronet_murmurs_side_4
0x9b3051ea	spacequest/destroy/master_rebel_2
0x9b38f666	spacequest/inspect/naboo_imperial_tier4_1_a
0x9b4fad50	spacequest/assassinate/rori_station_reb_storyquest_01_c
0x9bb25ea6	quest/som_poison_miners
0x9bb36928	quest/test_reward_on_quest_complete
0x9bb850bd	spacequest/delivery_no_pickup/naboo_privateer_tier3_3b
0x9bf2e586	spacequest/escort/yavin_rebel_16
0x9c1758ec	spacequest/rescue_duty/corellia_rebel_tier4_1
0x9c5a17ea	spacequest/survival/orion_rank3_01
0x9c88d2d0	quest/npe_job_pointer_anvar
0x9c94885c	spacequest/assassinate/c_story1_4_reb_space
0x9cf67cef	quest/tatooine_eisley_gotomayor
0x9d02cf19	quest/ep3_trando_mololium_zssik_goto
0x9d0f3c45	spacequest/escort/naboo_imperial_3
0x9d19771e	quest/npe_side_jolka
0x9d522fc8	quest/legacy_watto_pointer
0x9d58c0ca	spacequest/inspect/tatooine_rebel_tier3_2
0x9d70fbf1	spacequest/escort_duty/rori_station_reb_escort_duty_tier3
0x9da5ed41	quest/talus_nashal_gather_missing
0x9db2fcad	spacequest/assassinate/tatooine_privateer_tier4_3b
0x9dd44e72	quest/borvo_acklay_chest_plate
0x9dffc25a	quest/test_wait_marker
0x9e3a90f0	quest/jabba_barada_v2
0x9e514858	quest/feeder_ig88_01
0x9e7a3919	quest/itp_hethrir_01
0x9e7ab2b5	quest/ep3_forest_adressa_retrieve_2
0x9e809491	quest/ep3_forest_meust_quest_1
0x9e81827a	quest/restuss_rebel_st3_destroy_boss
0x9e91ca10	spacequest/destroy_surpriseattack/npe_hard_main_3b
0x9ea56bc0	spacequest/assassinate/no_rank2_04_01
0x9ea62e25	quest/corellia_coronet_capitol_problems_the_meeting
0x9ec0765a	quest/mtp_camp_quest_rori_talus
0x9ec1ae13	spacequest/patrol/nova_intro_dath_01
0x9ede5f3a	quest/c_newbie_hall_02
0x9ef61345	spacequest/recovery/corellia_rebel_tier3_1
0x9f0c14fe	spacequest/escort_duty/tatooine_rebel_7
0x9f21b32a	quest/npe_job_pointer_serissu
0x9f6c05e9	quest/quest_u10_01
0x9f9c9a2f	quest/crash_site_02_reb_structures
0x9f9dd1f7	spacequest/assassinate/tatooine_rebel_tier3_2_b
0x9fb2b584	quest/jabba_romo_vax
0x9fb4d881	spacequest/destroy_surpriseattack/tatooine_rebel_tier3_2_a
0x9fb8cce0	spacequest/recovery/naboo_imperial_tier3_1
0x9fbc2a94	spacequest/destroy_duty/stn_endor_irs_imp_tier4_1
0x9fccb157	quest/mtp_hideout_access_high_01
0x9fe6cdf6	quest/ep3_trando_mosolium_zssik_07
0x9ff74dfe	quest/outbreak_quest_facility_05_rebel
0x9ff92fc1	spacequest/escort_duty/rori_station_imp_escort_duty_tier3
0xa0a922b4	spacequest/assassinate/corellia_rebel_tier4_4_a
0xa0b957ce	quest/c_newbie_quest5
0xa0c8a88b	spacequest/space_battle/corellia_rebel_tier3_1_d
0xa0e5b4df	spacequest/recovery/stn_dantooine_owner_smuggler_recovery01_tier2_1
0xa0e8dd87	spacequest/escort/stn_dantooine_owner_all_repairmission_tier2_2
0xa0f119bc	quest/event_gcwcheerleader_cmimp3
0xa10d3244	quest/npe_job_pointer_jolka
0xa11bde42	quest/ep3_hunt_tripp_collect_mouf_incisors
0xa126a73e	quest/mtp_find_infiltrator_5
0xa132c4ad	spacequest/delivery/tatooine_privateer_tier4_1a
0xa138a219	quest/ep3_hunt_sordaan_seek_harroom
0xa18d5a93	spacequest/space_battle/tatooine_privateer_tier3_4_b
0xa1a81667	spacequest/destroy_surpriseattack/dathomir_station_priv_storyquest_01_e
0xa1abcf5a	spacequest/destroy/npe_med_main_3
0xa1d89229	quest/ep3_hunt_sordaan_walluga_bet_lost
0xa1e7d171	spacequest/destroy_surpriseattack/naboo_imperial_tier4_2_b
0xa1ee9aee	spacequest/delivery/talus_station_mission5_1
0xa2220213	quest/tatooine_eisley_epidemic
0xa24e9af3	quest/ep3_kash_station_contact_eyma_01
0xa2517835	spacequest/destroy_surpriseattack/npe_easy_main_4a
0xa25595ff	quest/test_destroy_multiple_social_group
0xa25fec8a	spacequest/destroy/corellia_imperial_14
0xa264c117	quest/naboo_theed_hugo_goto_darkwalker
0xa26e0629	spacequest/delivery_no_pickup/npe_easy_main_3a
0xa27260fc	spacequest/recovery/ep3_clone_relics_boba_fett_2
0xa2880e8e	quest/npe_commando
0xa302f3a6	quest/gcw_repair_damaged_vehicle
0xa307eab2	spacequest/delivery_no_pickup/stn_dantooine_owner_all_naboodelivery_tier2_1
0xa3319c75	quest/ep3_trando_ssiksik
0xa34f4306	spacequest/survival/nova_rank3_01
0xa350f56a	quest/gcw_construct_vehicle_boss
0xa3635461	quest/ep3_hunt_harroom_webweaver_reward
0xa37fdf4b	spacequest/inspect/npe_easy_main_1a
0xa38e24f8	spacequest/destroy_surpriseattack/naboo_imperial_tier4_1_b
0xa39599cf	quest/naboo_theed_goto_mainframe_reb
0xa3abb59c	spacequest/inspect/stn_dantooine_owner_smuggler_inspect02_tier2_1
0xa3ad0777	spacequest/escort/ep3_hunting_kerssoc_supplies
0xa3c60c3d	quest/test_multiple_rewards
0xa3d45114	spacequest/space_battle/naboo_imperial_tier3_2_e
0xa3e3de80	spacequest/patrol/tatooine_privateer_tier3_4
0xa3f187ed	quest/test_craft
0xa3f8273e	spacequest/delivery_no_pickup/stn_yavin4_company_smuggler_tier2_5
0xa4116f40	quest/naboo_theed_terrorist_terrorize
0xa42c2b8b	quest/nova_rank3_01
0xa430040b	quest/event_gcwcheerleader_cmimp2
0xa453af4a	quest/prof_spy_21a
0xa46c26d5	quest/npe_pointer_scout
0xa46dd579	quest/npe_rebel_2
0xa4784a79	quest/c_newbie_quest4
0xa4a785bc	quest/ep3_myyydril_kinesworthy_epic_1
0xa4b25386	quest/som_glyph_hunt
0xa4babad1	quest/u16_nym_themepark_weed_pulling_fail
0xa4c38ce9	quest/camp_delta_defense_01
0xa4e3bacd	quest/outbreak_quest_rescue_016
0xa4e6aa3d	spacequest/assassinate/c_darndroidspace
0xa526903a	quest/u16_nym_themepark_question_scientist_collection
0xa532f3ee	spacequest/destroy_duty/naboo_rebel_tier5
0xa557fd0b	spacequest/assassinate/tatooine_legacy_head_runaway1_space
0xa56dc137	quest/coronet_murmurs_6_zoo
0xa56fa328	spacequest/destroy_duty/corellia_imperial_tier1
0xa57142f4	quest/camp_delta_canister_demo
0xa59fc88f	quest/test_go_to_location
0xa5a08d8d	quest/event_gcwcheerleader_sfimp20
0xa5b6e0f9	quest/talus_dearic_find_source
0xa5e5f4bc	spacequest/delivery_no_pickup/tatooine_privateer_tier3_3_a
0xa5e7ba89	quest/mtp_find_infiltrator_4
0xa62aceab	spacequest/recovery/viopa_rebel_3
0xa62cbde4	quest/ep3_hunt_reward_2000_credits
0xa62e0533	quest/ep3_clone_relics_boba_fett_1
0xa63a5ac3	quest/prof_spy_11a
0xa63f3a04	quest/npe_pilot_hard_1
0xa647b3f8	spacequest/assassinate/ep3_slaver_trando_reinforcement_intercept
0xa65487fc	spacequest/destroy_duty/lok_hidden_dagger_tier3
0xa68c28f2	spacequest/delivery/talus_station_mission1_1
0xa68d9cbb	quest/tyrena_lyman_evidence
0xa68f8744	quest/ep3_kash_station_contact_eyma_00
0xa6962b42	quest/tatooine_entha_podracers_race1
0xa69f2e12	quest/quest_01_comlink_call_to_adventure_pos_faction
0xa6aa91f9	quest/corellia_coronet_capitol_problems_rogue_corsec_base
0xa6ab619a	quest/ep3_forest_perusta_quest_2
0xa6beaee3	quest/legacy_naboo_borvos_vault
0xa6c94faf	quest/test_talk_to_npc
0xa73ea40e	spacequest/assassinate/tatooine_privateer_tier4_4a
0xa7527310	quest/legacy_naboo_kick_reb
0xa772d2fb	quest/newbie_scout
0xa7a541e7	spacequest/survival/naboo_privateer_tier3_3c
0xa7a8f5e0	spacequest/space_battle/no_rank4_nova_03_04
0xa7d94b79	quest/tatooine_bestinejobs_bantha
0xa7ef3b7e	quest/restuss_rebel_stormtrooper_2
0xa81b996f	spacequest/assassinate/tatooine_rebel_tier4_4
0xa8285a27	spacequest/patrol/nova_rank3_03
0xa82c85f1	spacequest/destroy_duty/corellia_imperial_tier2
0xa83d4c91	quest/camp_beta_survivor_rescue
0xa85e15cc	spacequest/assassinate/naboo_imperial_tier4_4_b
0xa85e21dc	spacequest/delivery/corellia_rebel_tier3_3
0xa889e1a6	spacequest/space_battle/poi_tatooine_general_3
0xa89d70d6	quest/outbreak_switch_to_neutral
0xa89fe52e	spacequest/space_battle/corellia_imperial_tier3_2_c
0xa8a6d265	spacequest/delivery_no_pickup/tatooine_privateer_tier3_3_b
0xa8b4187e	quest/som_exploration_tulrus
0xa8c19e56	quest/corellia_coronet_meatlump_act2_pointer
0xa8db173b	spacequest/inspect/stn_yavin4_company_all_massassi_tier2_2
0xa910fe79	spacequest/delivery/naboo_imperial_tier3_3
0xa9196a1b	quest/typho_police_one
0xa92ef3a0	quest/npe_rebel_1
0xa96f0d52	quest/nova_rank3_02
0xa97322d2	quest/event_gcwcheerleader_cmimp1
0xa97f1075	quest/npe_pilot_laetin
0xa980aa30	quest/camp_delta_defense_02
0xa9a068dd	spacequest/rescue/corellia_imperial_tier3_3
0xa9a09c14	quest/outbreak_quest_rescue_015
0xa9a11bd6	quest/npe_side_crafting4
0xa9e4a365	quest/ep3_myyydril_kinesworthy_epic_2
0xaa03b663	spacequest/destroy/tatooine_imperial_4
0xaa10fa7c	spacequest/destroy_duty/dathomir_station_priv_destroy_duty_tier3
0xaa3d53f1	spacequest/patrol/corellia_imperial_tier3_1
0xaa3dd089	quest/npe_medbay_1
0xaa46c799	quest/som_kenobi_main_quest_3_visible
0xaa46fd8a	quest/crash_site_03_reb_munitions
0xaa7d82d7	spacequest/assassinate/tatooine_privateer_tier4_4b
0xaaac1da7	quest/restuss_rebel_stormtrooper_1
0xaaf78dc8	quest/gcw_medic_heal
0xab48a119	quest/c_sink_reb
0xab777e05	quest/ep3_hunt_kerssoc_enter_etyyy
0xab7c1cdd	quest/npe_pilot_hard_2
0xab81aaf8	spacequest/recovery/imperial_ss_2
0xaba82f74	quest/purvis_recon_five
0xabafb585	spacequest/recovery/ep3_hunting_chrilooc_medical_supplies
0xabcf0e2b	spacequest/delivery/talus_station_mission1_2
0xabd50d9b	quest/tatooine_entha_podracers_race2
0xabdfb1d4	spacequest/destroy_surpriseattack/naboo_imperial_1
0xabe84743	quest/ep3_forest_perusta_quest_1
0xac061d8c	spacequest/rescue_duty/test_rescue_duty
0xac4a04bf	spacequest/destroy_surpriseattack/tatooine_imperial_tier4_1_a
0xac87e973	spacequest/destroy/poi_tatooine_general2_2
0xac8af435	spacequest/rescue/corellia_station_mission1_1
0xac9f087b	spacequest/assassinate/naboo_imperial_tier4_4_c
0xacbae2e9	spacequest/survival/test_survival
0xacc54f77	spacequest/escort/imperial_ss_5
0xacce7c4a	spacequest/space_battle/tatooine_privateer_tier3_4_a
0xacd14ae0	spacequest/destroy_surpriseattack/yavin_rebel_15
0xace94790	spacequest/patrol/nova_rank3_02
0xacf0979e	quest/naboo_ac_ongoing_launchpad_loruna_repeater
0xacfdfe37	quest/outbreak_quest_rescue_02_success
0xad10defa	spacequest/assassinate/tatooine_rebel_tier3_4
0xad25bed2	quest/ep3_myyydril_kinesworthy_epic_3
0xad3c22d0	spacequest/destroy_duty/corellia_privateer_tier4_1
0xad41b787	quest/camp_delta_defense_03
0xad555259	spacequest/assassinate/naboo_imperial_tier4_3_b
0xad6181a3	quest/outbreak_quest_rescue_014
0xad6714fa	spacequest/destroy_duty/corellia_imperial_8
0xad7510b0	spacequest/delivery/talus_station_mission4_2
0xad965ab9	quest/ep3_imp_cmd_richards
0xada0ba47	quest/naboo_theed_goto_franchels
0xada37ba1	spacequest/destroy_duty/naboo_privateer_tier4_1
0xadae10e5	quest/nova_rank3_03
0xadf767c1	quest/test_wait_for_tasks
0xadfa7117	quest/c_newbie_quest6
0xae49c651	spacequest/destroy_duty/ep3_kash_station_destroy_duty_rodian_tripp
0xaeb32c10	quest/crash_site_01_imp_munitions
0xaeba1c46	quest/corellia_39_chirq_council_03b
0xaebc9f60	spacequest/assassinate/tatooine_privateer_tier4_4c
0xaec1cf6c	spacequest/patrol/corellia_privateer_tier4_1a
0xaecb29a5	quest/naboo_theed_hugo_rescue_2
0xaefa979f	quest/tatooine_eisley_gotoimp
0xaf0dbc2a	quest/ep3_kash_station_contact_eyma_02
0xaf125eec	spacequest/destroy_surpriseattack/npe_easy_main_4b
0xaf14102c	quest/tatooine_entha_podracers_race3
0xaf1cca53	spacequest/destroy/corellia_imperial_17
0xaf361464	spacequest/patrol/corellia_imperial_tier4_1
0xafa49273	spacequest/destroy_duty/rori_station_imp_destroy_duty_tier3
0xafb78ff0	spacequest/destroy_duty/stn_yavin4_company_all_debrisdestroy_tier2_1
0xafbd016a	quest/npe_pilot_hard_3
0xb0089314	quest/purvis_recon_two
0xb0197d47	quest/ep3_myyydril_rensalla_1
0xb02b2515	quest/crash_site_03_reb_structures
0xb05328c4	spacequest/recovery_duty/corellia_rebel_tier4_1
0xb065984a	quest/legacy_head_runaway1_space
0xb06d0a6a	spacequest/destroy_surpriseattack/stn_yavin4_company_all_massassi_tier2_10
0xb06d9e8b	spacequest/space_battle/no_rank4_nova_03_01
0xb085fbd1	spacequest/destroy/tatooine_imperial_2
0xb0a4b28e	spacequest/patrol/nova_orion_rank1_01
0xb0cff1bb	quest/npe_comm_smuggler
0xb0eb60ba	quest/crash_site_04_reb_munitions
0xb0ec42fc	quest/corellia_coronet_meatlump_act1_part2
0xb0fc51e2	spacequest/delivery_no_pickup/stn_yavin4_company_smuggler_tier2_1
0xb11a0bc8	quest/naboo_theed_hugo_darkwalker
0xb1214177	spacequest/space_battle/no_rank5_02_02
0xb1248e0c	quest/quest_05_frame_valarians_failed_assassin
0xb14548bc	quest/tatooine_eisley_bone_gnasher
0xb16b5681	spacequest/inspect/stn_dantooine_owner_smuggler_inspect01_tier2_1
0xb1727bba	spacequest/patrol/corellia_privateer_tier3_1_a
0xb1861ad8	spacequest/rescue/corellia_imperial_tier3_2c
0xb1a5cdd6	quest/ep3_hunt_chrilooc_seek_rodians_02
0xb1be8e53	spacequest/escort/naboo_rebel_3
0xb1d201de	quest/c_prof_arti
0xb1eb6e58	quest/ep3_clone_relics_boba_fett_4
0xb1fe2021	quest/ep3_arena_challenge
0xb21bed65	quest/purvis_recon_three
0xb222d1e2	quest/mtp_find_infiltrator_1
0xb225ea92	quest/under_construction
0xb22b7ab0	quest/corellia_disappearances_6_boss
0xb23bbeec	quest/naboo_theed_goto_pooja
0xb2570e0c	quest/corellia_coronet_capitol_problems_thankful_diktat
0xb26c8ab7	spacequest/escort/stn_endor_irs_imp_tier3_2a
0xb2ae1795	spacequest/patrol/nova_rank3_05
0xb2c322b4	spacequest/patrol/corellia_privateer_tier3_3_a
0xb2db105e	quest/newbie_mayor_hooligans_swoopers
0xb2dcc2f8	spacequest/space_battle/corellia_rebel_tier4_3
0xb2f8b598	quest/naboo_theed_terrorist_responsible
0xb306e782	quest/camp_delta_defense_04
0xb3218586	quest/naboo_keren_goto_typho
0xb3256f72	quest/camp_alpha_canister_demo
0xb326d1a6	quest/outbreak_quest_rescue_013
0xb3275664	quest/npe_side_crafting2
0xb349a71f	quest/u16_nym_themepark_pirate_prisoner_rescue_retry_01
0xb34dff5f	spacequest/assassinate/naboo_privateer_tier2_1a
0xb35299e5	quest/ep3_clone_relics_clone_trooper_mort_neutral
0xb35cfa69	spacequest/patrol/npe_training_2
0xb3bd2112	quest/c_newbie_quest1
0xb3d47659	spacequest/patrol/tatooine_imperial_tier3_2_d
0xb3e940e0	quest/nova_rank3_04
0xb3eb8758	quest/c_story1_3_neu
0xb40240b2	quest/ac_repeater_loruna_enf_30
0xb4038979	spacequest/assassinate/c_story1_4_imp_space
0xb4058029	quest/u16_nym_themepark_return_phor_01
0xb406213b	quest/jabba_bib_fortuna_v2
0xb4088e44	quest/tyrena_takouhi_olag_greck
0xb41bfb97	quest/purvis_kill_zealots
0xb41eaa6d	spacequest/recovery/no_rank2_03_02
0xb41eb120	quest/crash_site_06_imp_munitions
0xb41f37c8	quest/legacy_head_space
0xb42d5f4b	quest/corellia_coronet_meatlump_act1_part3
0xb4367ea3	quest/borvo_acklay_find_armorer_again
0xb436f07e	quest/outbreak_quest_01_imperial
0xb469fa74	quest/u13_vengeance_pointer
0xb4a43cef	spacequest/escort/corellia_privateer_3
0xb4aaebc4	spacequest/delivery/tatooine_privateer_tier3_3
0xb4bf3856	spacequest/destroy/corellia_privateer_2
0xb4cdece9	spacequest/destroy_duty/corellia_privateer_9
0xb4d87f90	quest/ep3_achonnko_camo_kit
0xb52a73ef	quest/ep3_clone_relics_boba_fett_5
0xb57482db	quest/som_lava_beetle_hunt_15
0xb5ba46f1	quest/tatooine_tosche_shmi_flowers_side
0xb5e55c47	quest/naboo_deeja_peak_goto_vance
0xb606141b	spacequest/escort_duty/naboo_privateer_7
0xb6091f2f	spacequest/space_battle/no_rank4_orion_01_03
0xb60f073d	quest/ep3_rodian_hunter_1
0xb62f0adc	spacequest/assassinate/no_rank5_02_01
0xb6368532	spacequest/destroy_duty/naboo_rebel_tier1
0xb66bd5f4	spacequest/destroy_duty/corellia_imperial_tier5
0xb66f0a22	spacequest/patrol/nova_rank3_04
0xb69c473e	spacequest/inspect/stn_yavin4_company_all_massassi_tier2_5
0xb6bcfa91	quest/c_artisan_trainer
0xb6ecf9ad	quest/talus_dearic_adaptive_biology
0xb6ed5b12	spacequest/destroy_duty/tatooine_hidden_dagger_tier1
0xb6f62ed6	quest/nova_orion_intro_01
0xb7285d57	quest/nova_rank3_05
0xb76cafb4	spacequest/destroy_surpriseattack/no_rank5_01_02
0xb7701992	quest/heroic_tusken_tracking_02a
0xb779c061	spacequest/escort_duty/stn_endor_irs_imp_tier4_1
0xb7ac4195	spacequest/patrol/naboo_privateer_tier4_2c
0xb7ba0e28	quest/ep3_myyydril_kirirr_gather_1
0xb7e64bd3	quest/npe_side_crafting3
0xb7e7cc11	quest/outbreak_quest_rescue_012
0xb835e615	spacequest/space_battle/corellia_rebel_tier3_4_c
0xb8695536	quest/ep3_clone_relics_boba_fett_6
0xb885dc24	spacequest/recovery/imperial_ss_6
0xb89fcc0f	spacequest/recovery_duty/naboo_imperial_tier4_3
0xb8b9ffec	spacequest/escort/naboo_privateer_tier4_4b
0xb8e5363f	spacequest/patrol/poi_tatooine_privateer_2
0xb8e9f5ba	spacequest/assassinate/corellia_privateer_tier3_3d
0xb92689e0	spacequest/patrol/nova_orion_rank1_03
0xb936b53d	spacequest/destroy_surpriseattack/stn_yavin4_company_smuggler_tier2_3
0xb940ea03	spacequest/space_battle/naboo_imperial_tier3_4_b
0xb9469e89	quest/som_kenobi_main_quest_spared
0xb946a6f0	quest/u16_nym_themepark_return_phor_02
0xb976892d	spacequest/space_battle/npe_hard_main_3c
0xb97727ee	quest/c_story1_1_imp
0xb9b712a4	quest/u16_nym_themepark_under_pressure
0xb9efa5e5	spacequest/space_battle/no_rank4_nova_03_03
0xb9ffbc37	spacequest/space_battle/corellia_rebel_tier3_3_b
0xba017d4b	quest/corellia_coronet_meatlump_act1_pointer
0xba2d1d9a	quest/prof_spy_11
0xba3f1a7c	quest/c_newbie_quest3
0xba555960	quest/npe_smuggler_try
0xba70ae91	spacequest/escort/ep3_kash_station_escort_ghrag
0xba828103	spacequest/patrol/corellia_mining_quest_2
0xbaa4eac8	quest/outbreak_quest_rescue_011
0xbac24b1a	spacequest/escort/ep3_kash_station_imperial_escort_alpha
0xbacfc431	spacequest/assassinate/naboo_privateer_tier2_1c
0xbb1a734e	quest/corellia_droid_bunker_activate_antenna
0xbb27bf8c	spacequest/survival/naboo_privateer_tier4_3c
0xbb4c21e4	quest/ep3_rodian_hunter_2
0xbb5fdef8	spacequest/assassinate/tatooine_station_hutt_palace_access_quest_4
0xbb75a3eb	spacequest/destroy_duty/naboo_rebel_tier2
0xbb90d50b	quest/typho_marine_one
0xbb90ffcf	quest/newbie_crafter_terminal
0xbba0ea8c	quest/mtp_find_infiltrator_3
0xbbae7dcb	spacequest/destroy_duty/tatooine_hidden_dagger_tier2
0xbbc52209	spacequest/escort_duty/stn_dantooine_owner_all_escortduty_tier2_1
0xbbcbe229	spacequest/assassinate/corellia_privateer_teir2_4a
0xbbe53fff	spacequest/destroy_duty/naboo_privateer_11
0xbbe86696	spacequest/escort/viopa_rebel_2
0xbbfaa85e	spacequest/assassinate/kashyyyk_mining_quest_12
0xbc07ebb7	quest/loveday_disillusion_mr_hate_v2
0xbc725fcd	spacequest/recovery/tatooine_privateer_tier3_1
0xbc9d75f4	quest/c_story1_2_reb
