bookName	pageName	collectionName	slotName	beginSlotId	endSlotId	maxSlotValue	category1	category2	category3	category4	category5	category6	category7	category8	category9	category10	category11	prereqSlotName1	prereqSlotName2	prereqSlotName3	prereqSlotName4	prereqSlotName5	icon	music	showIfNotYetEarned	hidden	title	alternateTitle1	alternateTitle2	alternateTitle3	alternateTitle4	alternateTitle5	noReward	trackServerFirst	Comments	string_name	string_detail
			relic_craft_str_elegant_bookcase_01_01	12663	12668	61	UIType:Craft	relic_data:86:0:0:0	template:object/tangible/furniture/elegant/bookcase_hue_s01.iff	count:-1																1							1			Craft an Elegant Bookcase	This task requires that a Structures Trader craft an Elegant Bookcase.
			relic_craft_str_elegant_couch_01_01	12669	12674	61	UIType:Craft	relic_data:86:0:0:0	template:object/tangible/furniture/elegant/couch_s01.iff	count:-1																1							1			Craft an Elegant Couch	This task requires that a Structures Trader craft an Elegant Couch.
			relic_craft_str_elegant_chair_01_01	12675	12680	61	UIType:Craft	relic_data:86:0:0:0	template:object/tangible/furniture/elegant/chair_hue_s01.iff	count:-1																1							1			Craft an Elegant Chair	This task requires that a Structures Trader craft an Elegant Chair.
			relic_craft_str_elegant_chest_01_01	12681	12686	61	UIType:Craft	relic_data:86:0:0:0	template:object/tangible/furniture/elegant/chest_hue_s01.iff	count:-1																1							1			Craft an Elegant Chest	This task requires that a Structures Trader craft an Elegant Chest.
			relic_craft_str_elegant_loveseat_01_01	12687	12692	61	UIType:Craft	relic_data:86:0:0:0	template:object/tangible/furniture/elegant/love_seat_hue_s01.iff	count:-1																1							1			Craft an Elegant Loveseat	This task requires that a Structures Trader craft an Elegant Couch.
			relic_craft_str_elegant_end_table_01_01	12693	12698	61	UIType:Craft	relic_data:86:0:0:0	template:object/tangible/furniture/elegant/end_table_hue_s01.iff	count:-1																1							1			Craft an Elegant End table	This task requires that a Structures Trader craft an Elegant End table.
			relic_craft_mun_e5_carbine_01_01	12699	12704	61	UIType:Craft	relic_data:18:0:0:0	template:object/weapon/ranged/carbine/carbine_e5.iff	count:-1																1							1			Craft an E5 Carbine	This task requires that a Munitions Trader craft an E5 Carbine.
			relic_craft_mun_bone_armor_helm_01_01	12705	12710	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/wearables/armor/bone/armor_bone_s01_helmet.iff	count:-1																1							1			Craft a Bone Armor Helmet	This task requires that a Munitions Trader craft a Bone Armor Helmet.
			relic_craft_mun_cdef_pistol_01_01	12711	12716	61	UIType:Craft	relic_data:18:0:0:0	template:object/weapon/ranged/pistol/pistol_cdef.iff	count:-1																1							1			Craft a CDEF Pistol	This task requires that a Munitions Trader craft a CDEF Pistol.
			relic_craft_mun_bone_armor_chest_01_01	12717	12722	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/wearables/armor/bone/armor_bone_s01_chest_plate.iff	count:-1																1							1			Craft a Bone Armor Chest Plate	This task requires that a Munitions Trader craft a Bone Armor Chest Plate.
			relic_craft_mun_bone_armor_legs_01_01	12723	12728	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/wearables/armor/bone/armor_bone_s01_leggings.iff	count:-1																1							1			Craft a Bone Armor Leggings	This task requires that a Munitions Trader craft a Bone Armor Leggings.
			relic_craft_mun_bone_armor_bicep_l_01_01	12729	12734	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/wearables/armor/bone/armor_bone_s01_bicep_l.iff	count:-1																1							1			Craft a Bone Armor Left Bicep	This task requires that a Munitions Trader craft a Bone Armor Left Bicep.
			relic_craft_mun_bone_armor_bicep_r_01_01	12735	12740	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/wearables/armor/bone/armor_bone_s01_bicep_r.iff	count:-1																1							1			Craft a Bone Armor Right Bicep	This task requires that a Munitions Trader craft a Bone Armor Right Bicep.
			relic_craft_mun_bone_armor_bracer_l_01_01	12741	12746	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/wearables/armor/bone/armor_bone_s01_bracer_l.iff	count:-1																1							1			Craft a Bone Armor Left Bracer	This task requires that a Munitions Trader craft a Bone Armor Left Bracer.
			relic_craft_mun_bone_armor_bracer_r_01_01	12747	12752	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/wearables/armor/bone/armor_bone_s01_bracer_r.iff	count:-1																1							1			Craft a Bone Armor Right Bracer	This task requires that a Munitions Trader craft a Bone Armor Right Bracer.
			relic_craft_mun_bone_armor_boots_01_01	12753	12758	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/wearables/armor/bone/armor_bone_s01_boots.iff	count:-1																1							1			Craft a Bone Armor Boots	This task requires that a Munitions Trader craft a Bone Armor Boots.
			relic_craft_mun_bone_armor_gloves_01_01	12759	12764	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/wearables/armor/bone/armor_bone_s01_gloves.iff	count:-1																1							1			Craft a Bone Armor Gloves	This task requires that a Munitions Trader craft a Bone Armor Gloves.
			relic_craft_mun_pistol_blaster_barrel_01_01	12765	12770	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/component/weapon/blaster_pistol_barrel.iff	count:-1																1							1			Craft a Blaster Pistol Barrel	This task requires that a Munitions Trader craft a Blaster Pistol Barrel.
			relic_craft_mun_melee_reinforcement_01_01	12771	12776	61	UIType:Craft	relic_data:18:0:0:0	template:object/tangible/component/weapon/new_weapon_comp_reinforcement_core.iff	count:-1																1							1			Craft a Melee Weapon Reinforcement	This task requires that a Munitions Trader craft a Melee Weapon Reinforcement.
			relic_craft_mun_d18_pistol_01_01	12777	12782	61	UIType:Craft	relic_data:22:0:0:0	template:object/weapon/ranged/pistol/pistol_d18.iff	count:-1																1							1			Craft a D18 Pistol	This task requires that a Munitions Trader craft a D18 Pistol.
			relic_craft_mun_e11_01_01	12783	12788	61	UIType:Craft	relic_data:22:0:0:0	template:object/weapon/ranged/carbine/carbine_e11.iff	count:-1																1							1			Craft an E11 Carbine	This task requires that a Munitions Trader craft an E11 Carbine.
			relic_craft_mun_chitin_armor_helm_01_01	12789	12794	61	UIType:Craft	relic_data:22:0:0:0	template:object/tangible/wearables/armor/chitin/armor_chitin_s01_helmet.iff	count:-1																1							1			Craft a Chitin Armor Helmet	This task requires that a Munitions Trader craft a Chitin Armor Helmet.
			relic_craft_mun_chitin_armor_chest_01_01	12795	12800	61	UIType:Craft	relic_data:22:0:0:0	template:object/tangible/wearables/armor/chitin/armor_chitin_s01_chest_plate.iff	count:-1																1							1			Craft a Chitin Armor Chest Plate	This task requires that a Munitions Trader craft a Chitin Armor Chest Plate.
			relic_craft_mun_chitin_armor_legs_01_01	12801	12806	61	UIType:Craft	relic_data:22:0:0:0	template:object/tangible/wearables/armor/chitin/armor_chitin_s01_leggings.iff	count:-1																1							1			Craft a Chitin Armor Leggings	This task requires that a Munitions Trader craft a Chitin Armor Leggings.
			relic_craft_mun_chitin_armor_bicep_l_01_01	12807	12812	61	UIType:Craft	relic_data:22:0:0:0	template:object/tangible/wearables/armor/chitin/armor_chitin_s01_bicep_l.iff	count:-1																1							1			Craft a Chitin Armor Left Bicep	This task requires that a Munitions Trader craft a Chitin Armor Left Bicep.
			relic_craft_mun_chitin_armor_bicep_r_01_01	12813	12818	61	UIType:Craft	relic_data:22:0:0:0	template:object/tangible/wearables/armor/chitin/armor_chitin_s01_bicep_r.iff	count:-1																1							1			Craft a Chitin Armor Right Bicep	This task requires that a Munitions Trader craft a Chitin Armor Right Bicep.
			relic_craft_mun_chitin_armor_bracer_1_01_01	12819	12824	61	UIType:Craft	relic_data:22:0:0:0	template:object/tangible/wearables/armor/chitin/armor_chitin_s01_bracer_l.iff	count:-1																1							1			Craft a Chitin Armor Left Bracer	This task requires that a Munitions Trader craft a Chitin Armor Left Bracer.
			relic_craft_mun_chitin_armor_bracer_r_01_01	12825	12830	61	UIType:Craft	relic_data:22:0:0:0	template:object/tangible/wearables/armor/chitin/armor_chitin_s01_bracer_r.iff	count:-1																1							1			Craft a Chitin Armor Right Bracer	This task requires that a Munitions Trader craft a Chitin Armor Right Bracer.
			relic_craft_mun_chitin_armor_boots_01_01	12831	12836	61	UIType:Craft	relic_data:22:0:0:0	template:object/tangible/wearables/armor/chitin/armor_chitin_s01_boots.iff	count:-1																1							1			Craft a Chitin Armor Boots	This task requires that a Munitions Trader craft a Chitin Armor Boots.
			relic_craft_mun_chitin_armor_gloves_01_01	12837	12842	61	UIType:Craft	relic_data:22:0:0:0	template:object/tangible/wearables/armor/chitin/armor_chitin_s01_gloves.iff	count:-1																1							1			Craft a Chitin Armor Gloves	This task requires that a Munitions Trader craft a Chitin Armor Gloves.
			relic_craft_mun_vibro_axe_01_01	12843	12848	61	UIType:Craft	relic_data:30:0:0:0	template:object/weapon/melee/axe/axe_vibroaxe.iff	count:-1																1							1			Craft a Vibro Axe	This task requires that a Munitions Trader craft a Vibro Axe.
			relic_craft_mun_vibro_knucklers_01_01	12849	12854	61	UIType:Craft	relic_data:30:0:0:0	template:object/weapon/melee/special/vibroknuckler.iff	count:-1																1							1			Craft a pair of Vibroknucklers	This task requires that a Munitions Trader craft a pair of Vibroknucklers.
			relic_craft_mun_stun_baton_01_01	12855	12860	61	UIType:Craft	relic_data:34:0:0:0	template:object/weapon/melee/baton/baton_stun.iff	count:-1																1							1			Craft a Stun Baton	This task requires that a Munitions Trader craft a Stun Baton.
			relic_craft_mun_adv_laser_rifle_01_01	12861	12866	61	UIType:Craft	relic_data:34:0:0:0	template:object/weapon/ranged/rifle/rifle_laser.iff	count:-1																1							1			Craft an Advanced Laser Rifle	This task requires that a Munitions Trader craft an Advanced Laser Rifle.
			relic_craft_mun_gaderiffi_01_01	12867	12872	61	UIType:Craft	relic_data:34:0:0:0	template:object/weapon/melee/baton/baton_gaderiffi.iff	count:-1																1							1			Craft a Gaderiffi Baton	This task requires that a Munitions Trader craft a Gaderiffi Baton.
			relic_craft_mun_tantel_helm_01_01	12873	12878	61	UIType:Craft	relic_data:38:0:0:0	template:object/tangible/wearables/armor/tantel/armor_tantel_skreej_helmet.iff	count:-1																1							1			Craft a Tantel Armor Helmet	This task requires that a Munitions Trader craft a Tantel Armor Helmet.
			relic_craft_mun_padded_helm_01_01	12879	12884	61	UIType:Craft	relic_data:38:0:0:0	template:object/tangible/wearables/armor/padded/armor_padded_s01_helmet.iff	count:-1																1							1			Craft a Padded Armor Helmet	This task requires that a Munitions Trader craft a Padded Armor Helmet.
			relic_craft_mun_tantel_armor_chest_01_01	12885	12890	61	UIType:Craft	relic_data:38:0:0:0	template:object/tangible/wearables/armor/tantel/armor_tantel_skreej_chest_plate.iff	count:-1																1							1			Craft a Tantel Armor Chest Plate	This task requires that a Munitions Trader craft a Tantel Armor Chest Plate.
			relic_craft_mun_tantel_armor_legs_01_01	12891	12896	61	UIType:Craft	relic_data:38:0:0:0	template:object/tangible/wearables/armor/tantel/armor_tantel_skreej_leggings.iff	count:-1																1							1			Craft a Tantel Armor Leggings	This task requires that a Munitions Trader craft a Tantel Armor Leggings.
			relic_craft_mun_tantel_armor_bicep_l_01_01	12897	12902	61	UIType:Craft	relic_data:38:0:0:0	template:object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	count:-1																1							1			Craft a Tantel Armor Left Bicep	This task requires that a Munitions Trader craft a Tantel Armor Left Bicep.
			relic_craft_mun_tantel_armor_bicep_r_01_01	12903	12908	61	UIType:Craft	relic_data:38:0:0:0	template:object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	count:-1																1							1			Craft a Tantel Armor Right Bicep	This task requires that a Munitions Trader craft a Tantel Armor Right Bicep.
			relic_craft_mun_tantel_armor_bracer_1_01_01	12909	12914	61	UIType:Craft	relic_data:38:0:0:0	template:object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_l.iff	count:-1																1							1			Craft a Tantel Armor Left Bracer	This task requires that a Munitions Trader craft a Tantel Armor Left Bracer.
			relic_craft_mun_tantel_armor_bracer_r_01_01	12915	12920	61	UIType:Craft	relic_data:38:0:0:0	template:object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_r.iff	count:-1																1							1			Craft a Tantel Armor Right Bracer	This task requires that a Munitions Trader craft a Tantel Armor Right Bracer.
			relic_craft_mun_tantel_armor_boots_01_01	12921	12926	61	UIType:Craft	relic_data:38:0:0:0	template:object/tangible/wearables/armor/tantel/armor_tantel_skreej_boots.iff	count:-1																1							1			Craft a Tantel Armor Boots	This task requires that a Munitions Trader craft a Tantel Armor Boots.
			relic_craft_mun_tantel_armor_gloves_01_01	12927	12932	61	UIType:Craft	relic_data:38:0:0:0	template:object/tangible/wearables/armor/tantel/armor_tantel_skreej_gloves.iff	count:-1																1							1			Craft a Tantel Armor Gloves	This task requires that a Munitions Trader craft a Tantel Armor Gloves.
			relic_craft_mun_blasterfist_01_01	12933	12938	61	UIType:Craft	relic_data:38:0:0:0	template:object/weapon/melee/special/blasterfist.iff	count:-1																1							1			Craft a Blasterfist	This task requires that a Munitions Trader craft a Blasterfist.
			relic_craft_mun_dl44_01_01	12939	12944	61	UIType:Craft	relic_data:42:0:0:0	template:object/weapon/ranged/pistol/pistol_dl44_metal_light.iff	count:-1																1							1			Craft a DL44 Metal Pistol	This task requires that a Munitions Trader craft a DL44 Metal Pistol.
			relic_craft_mun_melee_core_01_01	12945	12950	61	UIType:Craft	relic_data:42:0:0:0	template:object/tangible/component/weapon/core/weapon_core_melee_standard.iff	count:-1																1							1			Craft a Standard Melee Weapon Core	This task requires that a Munitions Trader craft a Standard Melee Weapon Core.
			relic_craft_mun_t21_01_01	12951	12956	61	UIType:Craft	relic_data:46:0:0:0	template:object/weapon/ranged/rifle/rifle_t21.iff	count:-1																1							1			Craft a T21 Rifle	This task requires that a Munitions Trader craft a T21 Rifle.
			relic_craft_mun_power_hammer_01_01	12957	12962	61	UIType:Craft	relic_data:50:0:0:0	template:object/weapon/melee/2h_sword/2h_sword_maul.iff	count:-1																1							1			Craft a Power Hammer	This task requires that a Munitions Trader craft a Power Hammer.
			relic_craft_mun_ubese_helm_01_01	12963	12968	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/ubese/armor_ubese_helmet.iff	count:-1																1							1			Craft an Ubese Armor Helmet	This task requires that a Munitions Trader craft an Ubese Armor Helmet.
			relic_craft_mun_ubese_armor_jacket_01_01	12969	12974	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/ubese/armor_ubese_jacket.iff	count:-1																1							1			Craft an Ubese Armor Chest Plate	This task requires that a Munitions Trader craft an Ubese Armor Chest Plate.
			relic_craft_mun_ubese_armor_legs_01_01	12975	12980	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/ubese/armor_ubese_pants.iff	count:-1																1							1			Craft an Ubese Armor Leggings	This task requires that a Munitions Trader craft an Ubese Armor Leggings.
			relic_craft_mun_ubese_armor_bracer_1_01_01	12981	12986	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/ubese/armor_ubese_bracer_l.iff	count:-1																1							1			Craft an Ubese Armor Left Bracer	This task requires that a Munitions Trader craft an Ubese Armor Left Bracer.
			relic_craft_mun_ubese_armor_bracer_r_01_01	12987	12992	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/ubese/armor_ubese_bracer_r.iff	count:-1																1							1			Craft an Ubese Armor Right Bracer	This task requires that a Munitions Trader craft an Ubese Armor Right Bracer.
			relic_craft_mun_ubese_armor_boots_01_01	12993	12998	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/ubese/armor_ubese_boots.iff	count:-1																1							1			Craft an Ubese Armor Boots	This task requires that a Munitions Trader craft an Ubese Armor Boots.
			relic_craft_mun_ubese_armor_gloves_01_01	12999	13004	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/ubese/armor_ubese_gloves.iff	count:-1																1							1			Craft an Ubese Armor Gloves	This task requires that a Munitions Trader craft an Ubese Armor Gloves.
			relic_craft_mun_ubese_armor_shirt_01_01	13005	13010	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/ubese/armor_ubese_shirt.iff	count:-1																1							1			Craft an Ubese Armor Shirt	This task requires that a Munitions Trader craft an Ubese Armor Shirt.
			relic_craft_mun_kashyyykian_black_mtn_armor_chest_01_01	13011	13016	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_chestplate.iff	count:-1																1							1			Craft a Kashyyykian Black Mountain Armor Chest Plate	This task requires that a Munitions Trader craft a Kashyyykian Black Mountain Armor Chest Plate.
			relic_craft_mun_kashyyykian_black_mtn_armor_legs_01_01	13017	13022	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_leggings.iff	count:-1																1							1			Craft a Kashyyykian Black Mountain Armor Leggings	This task requires that a Munitions Trader craft a Kashyyykian Black Mountain Armor Leggings.
			relic_craft_mun_kashyyykian_black_mtn_armor_bicep_l_01_01	13023	13028	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bicep_l.iff	count:-1																1							1			Craft a Kashyyykian Black Mountain Armor Left Bicep	This task requires that a Munitions Trader craft a Kashyyykian Black Mountain Armor Left Bicep.
			relic_craft_mun_kashyyykian_black_mtn_armor_bicep_r_01_01	13029	13034	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bicep_r.iff	count:-1																1							1			Craft a Kashyyykian Black Mountain Armor Right Bicep	This task requires that a Munitions Trader craft a Kashyyykian Black Mountain Armor Right Bicep.
			relic_craft_mun_kashyyykian_black_mtn_armor_bracer_1_01_01	13035	13040	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_l.iff	count:-1																1							1			Craft a Kashyyykian Black Mountain Armor Left Bracer	This task requires that a Munitions Trader craft a Kashyyykian Black Mountain Armor Left Bracer.
			relic_craft_mun_kashyyykian_black_mtn_armor_bracer_r_01_01	13041	13046	61	UIType:Craft	relic_data:54:0:0:0	template:object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_r.iff	count:-1																1							1			Craft a Kashyyykian Black Mountain Armor Right Bracer	This task requires that a Munitions Trader craft a Kashyyykian Black Mountain Armor Right Bracer.
			relic_craft_mun_cryo_lance_01_01	13047	13052	61	UIType:Craft	relic_data:58:0:0:0	template:object/weapon/melee/polearm/lance_cryo.iff	count:-1																1							1			Craft a Cryo Lance	This task requires that a Munitions Trader craft a Cryo Lance.
			relic_craft_mun_ee3_01_01	13053	13058	61	UIType:Craft	relic_data:62:0:0:0	template:object/weapon/ranged/carbine/carbine_ee3.iff	count:-1																1							1			Craft an EE3 Carbine	This task requires that a Munitions Trader craft an EE3 Carbine.
			relic_craft_mun_rsf_sword_01_01	13059	13064	61	UIType:Craft	relic_data:66:0:0:0	template:object/weapon/melee/sword/sword_rsf.iff	count:-1																1							1			Craft a RSF Sword	This task requires that a Munitions Trader craft a RSF Sword.
			relic_craft_mun_curved_sword_01_01	13065	13070	61	UIType:Craft	relic_data:66:0:0:0	template:object/weapon/melee/sword/sword_02.iff	count:-1																1							1			Craft a Curved Sword	This task requires that a Munitions Trader craft a Curved Sword.
			relic_craft_mun_composite_helm_01_01	13071	13076	61	UIType:Craft	relic_data:70:0:0:0	template:object/tangible/wearables/armor/composite/armor_composite_helmet.iff	count:-1																1							1			Craft a Composite Armor Helmet	This task requires that a Munitions Trader craft a Composite Armor Helmet.
			relic_craft_mun_dxr6_01_01	13077	13082	61	UIType:Craft	relic_data:70:0:0:0	template:object/weapon/ranged/carbine/carbine_dxr6.iff	count:-1																1							1			Craft a DXR6 Heavy Carbine	This task requires that a Munitions Trader craft a DXR6 Heavy Carbine.
			relic_craft_mun_composite_chest_01_01	13083	13088	61	UIType:Craft	relic_data:70:0:0:0	template:object/tangible/wearables/armor/composite/armor_composite_chest_plate.iff	count:-1																1							1			Craft a Composite Armor Chest Plate	This task requires that a Munitions Trader craft a Composite Armor Chest Plate.
			relic_craft_mun_composite_legs_01_01	13089	13094	61	UIType:Craft	relic_data:70:0:0:0	template:object/tangible/wearables/armor/composite/armor_composite_leggings.iff	count:-1																1							1			Craft a Composite Armor Leggings	This task requires that a Munitions Trader craft a Composite Armor Leggings.
			relic_craft_mun_composite_bicep_l_01_01	13095	13100	61	UIType:Craft	relic_data:70:0:0:0	template:object/tangible/wearables/armor/composite/armor_composite_bicep_l.iff	count:-1																1							1			Craft a Composite Armor Left Bicep	This task requires that a Munitions Trader craft a Composite Armor Left Bicep.
			relic_craft_mun_composite_bicep_r_01_01	13101	13106	61	UIType:Craft	relic_data:70:0:0:0	template:object/tangible/wearables/armor/composite/armor_composite_bicep_r.iff	count:-1																1							1			Craft a Composite Armor Right Bicep	This task requires that a Munitions Trader craft a Composite Armor Right Bicep.
			relic_craft_mun_composite_bracer_1_01_01	13107	13112	61	UIType:Craft	relic_data:70:0:0:0	template:object/tangible/wearables/armor/composite/armor_composite_bracer_l.iff	count:-1																1							1			Craft a Composite Armor Left Bracer	This task requires that a Munitions Trader craft a Composite Armor Left Bracer.
			relic_craft_mun_composite_bracer_r_01_01	13113	13118	61	UIType:Craft	relic_data:70:0:0:0	template:object/tangible/wearables/armor/composite/armor_composite_bracer_r.iff	count:-1																1							1			Craft a Composite Armor Right Bracer	This task requires that a Munitions Trader craft a Composite Armor Right Bracer.
			relic_craft_mun_composite_boots_01_01	13119	13124	61	UIType:Craft	relic_data:70:0:0:0	template:object/tangible/wearables/armor/composite/armor_composite_boots.iff	count:-1																1							1			Craft a Composite Armor Boots	This task requires that a Munitions Trader craft a Composite Armor Boots.
			relic_craft_mun_composite_gloves_01_01	13125	13130	61	UIType:Craft	relic_data:70:0:0:0	template:object/tangible/wearables/armor/composite/armor_composite_gloves.iff	count:-1																1							1			Craft a Composite Armor Gloves	This task requires that a Munitions Trader craft a Composite Armor Gloves.
			relic_craft_mun_ryyk_blade_01_01	13131	13136	61	UIType:Craft	relic_data:74:0:0:0	template:object/weapon/melee/sword/sword_blade_ryyk.iff	count:-1																1							1			Craft a Ryyk Blade	This task requires that a Munitions Trader craft a Ryyk Blade.
			relic_craft_mun_enzyme_extractor_01_01	13137	13142	61	UIType:Craft	relic_data:78:0:0:0	template:object/tangible/component/genetic_engineering/enzyme_extraction_unit.iff	count:-1																1							1			Craft an Enzyme Extractor	This task requires that a Munitions Trader craft an Enzyme Extractor.
			relic_craft_mun_tusken_rifle_01_01	13143	13148	61	UIType:Craft	relic_data:78:0:0:0	template:object/weapon/ranged/rifle/rifle_tusken.iff	count:-1																1							1			Craft a Tusken Rifle	This task requires that a Munitions Trader craft a Tusken Rifle.
			relic_craft_mun_rocket_launcher_01_01	13149	13154	61	UIType:Craft	relic_data:86:0:0:0	template:object/weapon/ranged/heavy/heavy_rocket_launcher.iff	count:-1																1							1			Craft a Rocket Launcher	This task requires that a Munitions Trader craft a Rocket Launcher.
			relic_craft_mun_long_vibro_axe_01_01	13155	13160	61	UIType:Craft	relic_data:90:0:0:0	template:object/weapon/melee/polearm/polearm_vibro_axe.iff	count:-1																1							1			Craft a Long Vibro Axe	This task requires that a Munitions Trader craft a Long Vibro Axe.
		saga_relic_comm_message					task_shared_data:0:0:0:0																			1							1				
			saga_test_comm_01	13161	13166	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/darth_vader.iff	message:saga_relic:test_vader_01	display:Darth Vader	voice_over:sound/vo_vader_7.snd														1							1			Darth Vader Tells You Not To Underestimate the Power of the Force.	"Darth Vader sends a message saying, ""Do not over estimate the effectiveness of your efforts. Even this technology pales in comparison to the power of the Force."""
			saga_test_comm_02	13167	13172	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/loveday_disillusion_mister_love.iff	message:saga_relic:none	display:Mr. Love															1							1			A Message from Mr. Love	"Mr. Love sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_message_box	15123	15128	61	UIType:Message	relic_data:1:0:0:0	appearance:message_box	message:saga_relic:none	display:Message Window															1							1			A Message in a Message Window	"A message in a Generic Message Window. As Chronicle Master, you may determine what his message will be."
			relic_comm_boba_fett	13173	13178	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/boba_fett.iff	message:saga_relic:none	display:Boba Fett															1							1			A Message from Boba Fett	"Boba Fett sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_jabba	13179	13184	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/jabba_the_hutt.iff	message:saga_relic:none	display:Jabba the Hutt															1							1			A Message from Jabba the Hutt	"Jabb the Hutt sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_han_solo	13185	13190	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/npe/npe_han_solo.iff	message:saga_relic:none	display:Han Solo															1							1			A Message from Han Solo	"Han Solo sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_leia_organa	13191	13196	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/ep3/ep3_clone_relics_leia.iff	message:saga_relic:none	display:Leia Organa															1							1			A Message from Leia Organa	"Leia Organa sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_nien_nunb	13197	13202	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/dressed_patron_sullustan_01.iff	message:saga_relic:none	display:Nien Nunb															1							1			A Message from Nien Nunb	"Nien Nunb sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_luke_skywalker	13203	13208	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/luke_skywalker.iff	message:saga_relic:none	display:Luke Skywalker															1							1			A Message from Luke Skywalker	"Luke Skywalker sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_c_3po	13209	13214	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/c_3po.iff	message:saga_relic:none	display:C-3PO															1							1			A Message from C-3PO	"C-3PO sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_r2d2	13215	13220	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/r2d2.iff	message:saga_relic:none	display:R2-D2															1							1			A Message from R2-D2	"R2-D2 sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_palpatine	13221	13226	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/palpatine.iff	message:saga_relic:none	display:Emperor Palpatine															1							1			A Message from Emperor Palpatine	"Emperor Palpatine sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_darth_vader	13227	13232	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/darth_vader.iff	message:saga_relic:none	display:Darth Vader															1							1			A Message from Darth Vader	"Darth Vader sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_mon_mothma	13233	13238	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/mon_mothma.iff	message:saga_relic:none	display:Mon Mothma															1							1			A Message from Mon Mothma	"Mon Mothma sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_human_male_dark_jedi	13239	13244	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/dressed_dark_jedi_human_male_01.iff	message:saga_relic:none	display:Male Human Dark Jedi															1							1			A Message from a Male Human Dark Jedi	"A Male Human Dark Jedi sends a message. As Chronicle Master, you may determine what his message will be."
