INDEX	ENUM	CLASS 1	CLASS 2	CLASS 3	CLASS 4	CLASS 5	CLASS 6	CLASS 7	CLASS 8	Maximum # types	Minimum # types	Minimum # Pools	Maximum # Pools	Recycled	Permanent	Attribute 1	Attribute 2	Attribute 3	Attribute 4	Attribute 5	Attribute 6	Attribute 7	Attribute 8	Attribute 9	Attribute 10	Attribute 11	Att 1 min	Att 1 max	Att 2 min	Att 2 max	Att 3 min	Att 3 max	Att 4 min	Att 4 max	Att 5 min	Att 5 max	Att 6 min	Att 6 max	Att 7 min	Att 7 max	Att 8 min	Att 8 max	Att 9 min	Att 9 max	Att 10 min	Att 10 max	Att 11 min	Att 11 max	Resource Container Type	Random Name Class
529	ore_igneous_unknown						Unknown Igneous Ore			2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					300	1000	1	1000	200	1000	400	1000	1	800	400	1000	400	1000									object/resource_container/inorganic_minerals.iff	mineral_resource
530	ore_extrusive						Extrusive Ore			11	2					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					300	1000	1	1000	200	1000	400	1000	1	600	400	1000	400	1000									object/resource_container/inorganic_minerals.iff	mineral_resource
531	ore_extrusive_bene							Bene Extrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					300	391	1	1000	200	304	400	478	1	79	400	478	400	478									object/resource_container/inorganic_minerals.iff	mineral_resource
532	ore_extrusive_chronamite							Chronamite Extrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					349	461	1	1000	256	384	442	538	43	139	442	538	442	538									object/resource_container/inorganic_minerals.iff	mineral_resource
533	ore_extrusive_ilimium							Ilimium Extrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					419	531	1	1000	336	464	502	598	103	199	502	598	502	598									object/resource_container/inorganic_minerals.iff	mineral_resource
534	ore_extrusive_kalonterium							Kalonterium Extrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					489	601	1	1000	416	544	562	658	163	259	562	658	562	658									object/resource_container/inorganic_minerals.iff	mineral_resource
535	ore_extrusive_keschel							Keschel Extrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					559	671	1	1000	496	624	622	718	223	318	622	718	622	718									object/resource_container/inorganic_minerals.iff	mineral_resource
536	ore_extrusive_lidium							Lidium Extrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					629	741	1	1000	576	704	682	778	283	378	682	778	682	778									object/resource_container/inorganic_minerals.iff	mineral_resource
537	ore_extrusive_maranium							Maranium Extrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					699	811	1	1000	656	784	742	838	342	438	742	838	742	838									object/resource_container/inorganic_minerals.iff	mineral_resource
538	ore_extrusive_pholokite							Pholokite Extrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					769	881	1	1000	736	864	802	898	402	498	802	898	802	898									object/resource_container/inorganic_minerals.iff	mineral_resource
539	ore_extrusive_quadrenium							Quadrenium Extrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					839	951	1	1000	816	944	862	958	462	558	862	958	862	958									object/resource_container/inorganic_minerals.iff	mineral_resource
540	ore_extrusive_vintrium							Vintrium Extrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					909	1000	1	1000	896	1000	922	1000	522	600	922	1000	922	1000									object/resource_container/inorganic_minerals.iff	mineral_resource
1112	ore_extrusive_mustafar							Mustafarian Extrusive Ore		2	1	1	1			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					909	1000	500	1000	896	1000	922	1000	550	600	922	1000	922	1000									object/resource_container/inorganic_minerals.iff	mineral_resource
541	ore_intrusive						Intrusive Ore			12	2					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					300	1000	1	1000	200	1000	700	1000	1	600	400	1000	500	1000									object/resource_container/inorganic_minerals.iff	mineral_resource
542	ore_intrusive_berubium							Berubium Intrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					300	401	1	1000	200	316	700	743	1	88	400	487	500	572									object/resource_container/inorganic_minerals.iff	mineral_resource
543	ore_intrusive_chanlon							Chanlon Intrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					354	479	1	1000	262	404	723	777	48	154	447	553	539	628									object/resource_container/inorganic_minerals.iff	mineral_resource
544	ore_intrusive_corintium							Corintium Intrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					432	557	1	1000	351	493	757	810	114	221	513	620	594	683									object/resource_container/inorganic_minerals.iff	mineral_resource
545	ore_intrusive_derillium							Derillium Intrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					510	634	1	1000	440	582	790	843	181	287	580	687	650	739									object/resource_container/inorganic_minerals.iff	mineral_resource
546	ore_intrusive_oridium							Oridium Intrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					588	712	1	1000	529	671	823	877	247	354	647	753	706	794									object/resource_container/inorganic_minerals.iff	mineral_resource
547	ore_intrusive_dylinium							Dylinium Intrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					666	790	1	1000	618	760	857	910	314	420	713	820	761	850									object/resource_container/inorganic_minerals.iff	mineral_resource
548	ore_intrusive_hollinium							Hollinium Intrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					743	868	1	1000	707	849	890	943	380	487	780	887	817	906									object/resource_container/inorganic_minerals.iff	mineral_resource
549	ore_intrusive_ionite							Ionite Intrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					821	946	1	1000	796	938	923	977	447	553	847	953	872	961									object/resource_container/inorganic_minerals.iff	mineral_resource
550	ore_intrusive_katrium							Katrium Intrusive Ore		2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					899	1000	1	1000	884	1000	957	1000	513	600	913	1000	928	1000									object/resource_container/inorganic_minerals.iff	mineral_resource
1113	ore_intrusive_mustafar							Mustafarian Intrusive Ore		2	1	1	1			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					899	1000	500	1000	884	1000	957	1000	550	600	913	1000	928	1000									object/resource_container/inorganic_minerals.iff	mineral_resource
551	ore_sedimentary					Sedimentary Ore				15	5					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					1	700	1	1000	1	1000	1	1000	1	1000	1	1000	1	700									object/resource_container/inorganic_minerals.iff	mineral_resource
924	ore_carbonate_low_grade						Low Grade Ore (sedimentary)			1	1	1	1	1		res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					200	200	200	200	200	200	200	200	200	200	200	200	200	200									object/resource_container/inorganic_minerals.iff	mineral_resource
552	ore_sedimentary_unknown						Unknown Sedimentary Ore			2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					1	700	1	1000	300	1000	300	1000	300	1000	1	1000	1	700									object/resource_container/inorganic_minerals.iff	mineral_resource
553	ore_carbonate						Carbonate Ore			10	1					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					1	700	1	1000	300	1000	400	1000	300	1000	200	1000	1	700									object/resource_container/inorganic_minerals.iff	mineral_resource
554	ore_carbonate_alantium							Alantium Carbonate Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					1	115	1	1000	300	414	400	498	300	414	200	330	1	115									object/resource_container/inorganic_minerals.iff	mineral_resource
555	ore_carbonate_barthierium							Barthierium Carbonate Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					62	202	1	1000	361	501	453	573	361	501	270	430	62	202									object/resource_container/inorganic_minerals.iff	mineral_resource
556	ore_carbonate_chromite							Chromite Carbonate Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					150	289	1	1000	449	589	528	648	449	589	370	530	150	289									object/resource_container/inorganic_minerals.iff	mineral_resource
557	ore_carbonate_frasium							Frasium Carbonate Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					237	377	1	1000	536	676	603	723	536	676	470	630	237	377									object/resource_container/inorganic_minerals.iff	mineral_resource
558	ore_carbonate_lommite							Lommite Carbonate Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					324	464	1	1000	624	764	678	798	624	764	570	730	324	464									object/resource_container/inorganic_minerals.iff	mineral_resource
559	ore_carbonate_ostrine							Ostrine Carbonate Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					412	551	1	1000	711	851	753	873	711	851	670	830	412	551									object/resource_container/inorganic_minerals.iff	mineral_resource
560	ore_carbonate_varium							Varium Carbonate Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					499	639	1	1000	799	939	828	948	799	939	770	930	499	639									object/resource_container/inorganic_minerals.iff	mineral_resource
561	ore_carbonate_zinsiam							Zinsiam Carbonate Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					586	700	1	1000	886	1000	903	1000	886	1000	870	1000	586	700									object/resource_container/inorganic_minerals.iff	mineral_resource
562	ore_siliclastic						Siliclastic Ore			8	3					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					1	700	1	1000	1	1000	1	1000	1	1000	1	700	1	600									object/resource_container/inorganic_minerals.iff	mineral_resource
925	ore_siliclastic_low_grade							Low Grade Ore (siliclastic)		1	1	1	1	1		res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					200	200	200	200	200	200	200	200	200	200	200	200	200	200									object/resource_container/inorganic_minerals.iff	mineral_resource
563	ore_siliclastic_ardanium							Ardanium Siliclastic Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					1	152	1	1000	300	452	300	452	300	452	1	152	1	131									object/resource_container/inorganic_minerals.iff	mineral_resource
564	ore_siliclastic_cortosis							Cortosis Siliclastic Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					83	269	1	1000	382	568	382	568	382	568	83	269	71	231									object/resource_container/inorganic_minerals.iff	mineral_resource
565	ore_siliclastic_crism							Crism Siliclastic Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					199	385	1	1000	498	685	498	685	498	685	199	385	171	330									object/resource_container/inorganic_minerals.iff	mineral_resource
566	ore_siliclastic_malab							Malab Siliclastic Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					316	502	1	1000	615	802	615	802	615	802	316	502	271	430									object/resource_container/inorganic_minerals.iff	mineral_resource
567	ore_siliclastic_robindun							Robindun Siliclastic Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					432	618	1	1000	732	918	732	918	732	918	432	618	370	530									object/resource_container/inorganic_minerals.iff	mineral_resource
685	ore_siliclastic_fermionic							Fermionic Siliclastic Ore		1	1	1	1			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					1	1000	1	1000	1	1000	1	1000	1	1000	1	1000	1	1000									object/resource_container/inorganic_minerals.iff	mineral_resource
568	ore_siliclastic_tertian							Tertian Siliclastic Ore		2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance					549	700	1	1000	848	1000	848	1000	848	1000	549	700	470	600									object/resource_container/inorganic_minerals.iff	mineral_resource
569	gemstone				Gemstone					24	9					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				1	1000	1	1000	1	1000	200	1000	1	600	1	1000	1	1000	1	1000							object/resource_container/inorganic_minerals.iff	mineral_resource
926	gemstone_mixed_low_quality					Low Quality Gemstones				1	1	1	1	1		res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200							object/resource_container/inorganic_minerals.iff	mineral_resource
570	gemstone_unknown					Unknown Gem Type				2	0	1	3			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				1	1000	1	1000	1	1000	600	1000	1	600	1	1000	1	1000	1	1000							object/resource_container/inorganic_minerals.iff	mineral_resource
571	gemstone_armophous					Amorphous Gemstone				14	4					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				1	1000	1	1000	1	1000	600	1000	1	600	1	1000	1	1000	1	800							object/resource_container/inorganic_minerals.iff	mineral_resource
572	armophous_bospridium						Bospridium Amorphous Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				1	131	1	1000	1	131	600	652	1	79	1	131	1	131	1	105							object/resource_container/inorganic_minerals.iff	mineral_resource
573	armophous_baradium						Baradium Amorphous Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				71	231	1	1000	71	231	628	692	43	139	71	231	71	231	57	185							object/resource_container/inorganic_minerals.iff	mineral_resource
574	armophous_regvis						Regvis Amorphous Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				171	331	1	1000	171	331	668	732	103	199	171	331	171	331	137	265							object/resource_container/inorganic_minerals.iff	mineral_resource
575	armophous_plexite						Plexite Amorphous Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				271	431	1	1000	271	431	708	772	163	259	271	431	271	431	217	345							object/resource_container/inorganic_minerals.iff	mineral_resource
576	armophous_rudic						Rudic Amorphous Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				371	530	1	1000	371	530	748	812	223	318	371	530	371	530	297	424							object/resource_container/inorganic_minerals.iff	mineral_resource
577	armophous_ryll						Ryll Amorphous Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				471	630	1	1000	471	630	788	852	283	378	471	630	471	630	377	504							object/resource_container/inorganic_minerals.iff	mineral_resource
578	armophous_sedrellium						Sedrellium Amorphous Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				570	730	1	1000	570	730	828	892	342	438	570	730	570	730	456	584							object/resource_container/inorganic_minerals.iff	mineral_resource
579	armophous_stygium						Stygium Amorphous Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				670	830	1	1000	670	830	868	932	402	498	670	830	670	830	536	664							object/resource_container/inorganic_minerals.iff	mineral_resource
580	armophous_vendusii						Vendusii Crystal Amorphous Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				770	930	1	1000	770	930	908	972	462	558	770	930	770	930	616	744							object/resource_container/inorganic_minerals.iff	mineral_resource
581	armophous_baltaran						Bal'ta'ran Crystal Amorphous Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				870	1000	1	1000	870	1000	948	1000	522	600	870	1000	870	1000	696	800							object/resource_container/inorganic_minerals.iff	mineral_resource
1114	armophous_mustafar_1						Mustafarian Type 1 Crystal Amorphous Gem			2	1	1	1			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				870	1000	1	1000	870	1000	948	1000	550	600	870	1000	870	1000	750	800							object/resource_container/inorganic_minerals.iff	mineral_resource
1115	armophous_mustafar_2						Mustafarian Type 2 Crystal Amorphous Gem			2	1	1	1			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				870	1000	1	1000	870	1000	948	1000	550	600	870	1000	870	1000	750	800							object/resource_container/inorganic_minerals.iff	mineral_resource
582	gemstone_crystalline					Crystalline Gemstone				10	4					res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				1	1000	1	1000	1	1000	700	1000	1	400	300	1000	300	1000	500	1000							object/resource_container/inorganic_minerals.iff	mineral_resource
583	crystalline_byrothsis						Byrothsis Crystalline Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				1	163	1	1000	1	163	700	749	1	66	300	414	300	414	500	581							object/resource_container/inorganic_minerals.iff	mineral_resource
584	crystalline_gallinorian						Gallinorian Rainbow Gem Crystalline Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				88	288	1	1000	88	288	726	786	36	116	361	501	361	501	544	644							object/resource_container/inorganic_minerals.iff	mineral_resource
585	crystalline_green_diamond						Green Diamond Crystalline Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				213	413	1	1000	213	413	764	824	86	166	449	589	449	589	606	706							object/resource_container/inorganic_minerals.iff	mineral_resource
586	crystalline_kerol_firegem						Kerol Fire-Gem Crystalline Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				338	538	1	1000	338	538	801	861	136	215	536	676	536	676	669	769							object/resource_container/inorganic_minerals.iff	mineral_resource
587	crystalline_seafah_jewel						Seafah Jewel Crystalline Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				463	663	1	1000	463	663	839	899	186	265	624	764	624	764	731	831							object/resource_container/inorganic_minerals.iff	mineral_resource
588	crystalline_sormahil_firegem						Sormahil Fire Gem Crystalline Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				588	788	1	1000	588	788	876	936	235	315	711	851	711	851	794	894							object/resource_container/inorganic_minerals.iff	mineral_resource
589	crystalline_laboi_mineral_crystal						Laboi Mineral Crystal Crystalline Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				713	913	1	1000	713	913	914	974	285	365	799	939	799	939	856	956							object/resource_container/inorganic_minerals.iff	mineral_resource
590	crystalline_vertex						Vertex Crystalline Gemstone			2	0	8	8			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				838	1000	1	1000	838	1000	951	1000	335	400	886	1000	886	1000	919	1000							object/resource_container/inorganic_minerals.iff	mineral_resource
1119	crystalline_mustafar_1						Mustafarian Type 1 Crystalline Gem			2	1	1	1			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				838	1000	500	1000	838	1000	951	1000	350	400	886	1000	886	1000	919	1000							object/resource_container/inorganic_minerals.iff	mineral_resource
1120	crystalline_mustafar_2						Mustafarian Type 2 Crystalline Gem			2	1	1	1			res_decay_resist	res_quality	res_cold_resist	res_heat_resist	res_malleability	res_toughness	res_shock_resistance	entangle_resistance				838	1000	500	1000	838	1000	951	1000	350	400	886	1000	886	1000	919	1000							object/resource_container/inorganic_minerals.iff	mineral_resource
591	gas			Gas						18	6					res_decay_resist	res_quality										1	1000	1	1000																			object/resource_container/energy_gas.iff	energy_resource
592	gas_reactive				Reactive Gas					10	4					res_decay_resist	res_quality										1	1000	1	1000																			object/resource_container/energy_gas.iff	energy_resource
593	gas_reactive_unknown					Unknown Reactive Gas				2	0	1	3			res_decay_resist	res_quality										1	1000	1	1000																			object/resource_container/energy_gas.iff	energy_resource
594	gas_reactive_known					Known Reactive Gas				8	4					res_decay_resist	res_quality										1	1000	1	1000																			object/resource_container/energy_gas.iff	energy_resource
927	gas_reactive_mixed						Mixed Reactive Gas			1	1	1	1	1		res_decay_resist	res_quality										200	200	200	200																			object/resource_container/energy_gas.iff	reactive_gas_resource
595	gas_reactive_eleton						Eleton Reactive Gas			2	0	8	8			res_decay_resist	res_quality										1	400	1	1000																			object/resource_container/energy_gas.iff	reactive_gas_resource
596	gas_reactive_irolunn						Irolunn Reactive Gas			2	0	8	8			res_decay_resist	res_quality										100	600	1	1000																			object/resource_container/energy_gas.iff	reactive_gas_resource
597	gas_reactive_methane						Methane Reactive Gas			2	0	8	8			res_decay_resist	res_quality										200	700	1	1000																			object/resource_container/energy_gas.iff	reactive_gas_resource
598	gas_reactive_orveth						Orveth Reactive Gas			2	0	8	8			res_decay_resist	res_quality										300	800	1	1000																			object/resource_container/energy_gas.iff	reactive_gas_resource
599	gas_reactive_sig						Sig Reactive Gas			2	0	8	8			res_decay_resist	res_quality										300	900	1	1000																			object/resource_container/energy_gas.iff	reactive_gas_resource
600	gas_reactive_skevon						Skevon Reactive Gas			2	0	8	8			res_decay_resist	res_quality										400	900	1	1000																			object/resource_container/energy_gas.iff	reactive_gas_resource
687	gas_reactive_organometallic						Unstable Organometallic Reactive Gas			1	1	1	1			res_decay_resist	res_quality										1	1000	1	1000																			object/resource_container/energy_gas.iff	reactive_gas_resource
601	gas_reactive_tolium						Tolium Reactive Gas			2	0	8	8			res_decay_resist	res_quality										500	1000	1	1000																			object/resource_container/energy_gas.iff	reactive_gas_resource
1116	gas_reactive_mustafar						Mustafarian Reactive Gas			2	1	1	1			res_decay_resist	res_quality										800	1000	500	1000																			object/resource_container/energy_gas.iff	reactive_gas_resource
602	gas_inert				Inert Gas					12	2					res_decay_resist	res_quality										1	1000	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
603	gas_inert_unknown					Unknown Inert Gas				2	0	1	3			res_decay_resist	res_quality										1	1000	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
604	gas_inert_known					Known Inert Gas				12	2					res_decay_resist	res_quality										1	800	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
928	gas_inert_mixed						Mixed Inert Gas			1	1	1	1	1		res_decay_resist	res_quality										200	200	200	200																			object/resource_container/inorganic_gas.iff	energy_resource
605	gas_inert_hydron3						Hydron-3 Inert Gas			2	0	8	8			res_decay_resist	res_quality										1	81	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
606	gas_inert_malium						Malium Inert Gas			2	0	8	8			res_decay_resist	res_quality										44	142	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
607	gas_inert_bilal						Bilal gas Inert Gas			2	0	8	8			res_decay_resist	res_quality										105	204	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
608	gas_inert_corthel						Corthel Inert Gas			2	0	8	8			res_decay_resist	res_quality										167	265	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
609	gas_inert_culsion						Culsion Inert Gas			2	0	8	8			res_decay_resist	res_quality										228	327	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
610	gas_inert_dioxis						Dioxis Inert Gas			2	0	8	8			res_decay_resist	res_quality										290	388	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
611	gas_inert_hurlothrombic						Hurlothrombic Inert Gas			2	0	8	8			res_decay_resist	res_quality										351	450	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
612	gas_inert_kaylon						Kaylon Inert Gas			2	0	8	8			res_decay_resist	res_quality										413	511	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
613	gas_inert_korfaise						Korfaise Inert Gas			2	0	8	8			res_decay_resist	res_quality										474	573	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
614	gas_inert_methanagen						Methanagen Inert Gas			2	0	8	8			res_decay_resist	res_quality										536	634	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
615	gas_inert_mirth						Mirth Inert Gas			2	0	8	8			res_decay_resist	res_quality										597	696	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
616	gas_inert_obah						Obah Inert Gas			2	0	8	8			res_decay_resist	res_quality										659	757	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
617	gas_inert_rethin						Rethin Inert Gas			2	0	8	8			res_decay_resist	res_quality										720	800	1	1000																			object/resource_container/inorganic_gas.iff	energy_resource
618	energy		Energy							76	69					res_quality	res_potential_energy										200	1000	1	1000																			object/resource_container/energy_liquid.iff	energy_resource
619	energy_renewable			Renewable energy						76	69					res_quality	res_potential_energy										200	1000	1	1000																			object/resource_container/energy_liquid.iff	energy_resource
620	energy_renewable_site_limited				Site-Restricted Renewable Energy					46	38					res_quality	res_potential_energy										200	1000	1	1000																			object/resource_container/energy_liquid.iff	energy_resource
1102	energy_renewable_site_limited_tidal					Tidal Energy				21	12					res_quality	res_potential_energy										200	500	1	500																				
929	energy_renewable_site_limited_tidal_weak						Weak Tidal Renewable Energy			1	1	1	1	1		res_quality	res_potential_energy										200	200	200	200																			object/resource_container/energy_liquid.iff	energy_resource
621	energy_renewable_site_limited_tidal_corellia						Corellian Tidal Renewable Energy			2	1	1	1			res_quality	res_potential_energy										500	500	1	500																			object/resource_container/energy_liquid.iff	energy_resource
622	energy_renewable_site_limited_tidal_dathomir						Dathomirian Tidal Renewable Energy			2	1	1	1			res_quality	res_potential_energy										500	500	1	500																			object/resource_container/energy_liquid.iff	energy_resource
